PROVIDER_ID,PROVIDER_NAME,STATE,MONTH,TOTAL_PATIENTS,NUMBER_OF_CERTIFIED_BEDS,OCCUPANCY_RATE_PCT
265850,SEASONS REHAB AND HEALTHCARE CENTER,MO,1970-08,73,78,93.59
265851,SILVERSTONE PLACE,MO,1970-08,86,110,78.18
265852,ST JOSEPH CHATEAU,MO,1970-08,66,69,95.65
265853,JOPLIN GARDENS,MO,1970-08,62,92,67.39
265854,REST HAVEN HEALTH CARE CENTER,MO,1970-08,47,86,54.65
265855,LINDEN WOODS VILLAGE,MO,1970-08,38,40,95.00
265856,FAIR VIEW HEALTH CARE CENTER,MO,1970-08,55,75,73.33
265857,LIBERTY HEALTH AND WELLNESS,MO,1970-08,102,143,71.33
265858,E W THOMPSON HEALTH & REHABILITATION CENTER,MO,1970-08,55,66,83.33
265859,COTTON POINT LIVING CENTER,MO,1970-08,60,89,67.42
265860,COTTAGES OF LAKE ST LOUIS,MO,1970-08,58,60,96.67
265861,CARNEGIE VILLAGE REHABILITATION & HEALTH CARE CENT,MO,1970-08,72,78,92.31
265862,DELTA SOUTH NURSING & REHABILITATION,MO,1970-08,52,60,86.67
265863,TIFFANY SPRINGS REHABILITATION & HEALTH CARE CENTE,MO,1970-08,120,120,100.00
265864,SUNTERRA SPRINGS INDEPENDENCE,MO,1970-08,38,38,100.00
265865,BIRCH POINTE HEALTH AND REHABILITATION,MO,1970-08,100,120,83.33
265866,STEELVILLE SENIOR LIVING,MO,1970-08,41,72,56.94
265867,NORTERRE,MO,1970-08,52,60,86.67
265868,COLUMBIA POST ACUTE,MO,1970-08,65,70,92.86
265869,MCCRITE PLAZA AT BRIARCLIFF SKILLED FACILITY,MO,1970-08,46,56,82.14
265870,NORTHLAND REHABILITATION & HEALTH CARE CENTER,MO,1970-08,102,118,86.44
265871,SUNTERRA SPRINGS SPRINGFIELD,MO,1970-08,30,38,78.95
265872,"IGNITE MEDICAL RESORT KANSAS CITY, LLC",MO,1970-08,76,90,84.44
265873,UNION NURSING,MO,1970-08,54,60,90.00
265874,"WINCHESTER NURSING CENTER, INC",MO,1970-08,50,60,83.33
265875,MCCLAY SENIOR CARE,MO,1970-08,49,60,81.67
265876,ARROWHEAD SENIOR LIVING COMMUNITY,MO,1970-08,43,80,53.75
265877,WESTGATE,MO,1970-08,108,120,90.00
265878,COPPER ROCK HEALTHCARE,MO,1970-08,66,90,73.33
265880,IGNITE MEDICAL RESORT BLUE SPRINGS,MO,1970-08,89,90,98.89
265881,SUNTERRA SPRINGS DARDENNE PRAIRIE,MO,1970-08,37,38,97.37
265883,ARBOR HILLS NURSING AND REHABILITATION CENTER,MO,1970-08,80,150,53.33
265884,"SUPERIOR MANOR OF FESTUS, LLC",MO,1970-08,50,55,90.91
26A292,JEANNE JUGAN CENTER,MO,1970-08,48,52,92.31
26A293,CLARA MANOR NURSING HOME,MO,1970-08,88,90,97.78
26A378,"SYLVIA G THOMPSON RESIDENCE CENTER, INC",MO,1970-08,116,120,96.67
26A381,SALEM MEMORIAL DISTRICT HOSPITAL,MO,1970-08,17,18,94.44
26A443,HOPE CARE CENTER,MO,1970-08,5,16,31.25
26A469,PEMISCOT COUNTY MEMORIAL HOSPITAL,MO,1970-08,10,66,15.15
26A484,ST LOUIS ALTENHEIM,MO,1970-08,43,48,89.58
26A490,FIESER NURSING CENTER,MO,1970-08,42,60,70.00
26E084,MYERS NURSING & CONVALESCENT CENTER,MO,1970-08,67,84,79.76
26E256,JOHNSON COUNTY CARE CENTER,MO,1970-08,76,87,87.36
275012,BENEFIS SENIOR SERVICES - EASTVIEW,MT,1970-08,113,146,77.40
275020,BELLA TERRA OF BILLINGS,MT,1970-08,79,150,52.67
275021,VALLE VISTA REHABILITATION AND NURSING LLC,MT,1970-08,51,101,50.50
275024,ST JOHN'S LUTHERAN HOME,MT,1970-08,83,186,44.62
275025,KALISPELL REHABILITATION AND NURSING LLC,MT,1970-08,79,140,56.43
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,MT,1970-08,108,160,67.50
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,MT,1970-08,92,189,48.68
275035,MISSOULA HEALTH & REHABILITATION CENTER,MT,1970-08,31,53,58.49
275040,LIBBY CARE CENTER,MT,1970-08,78,101,77.23
275043,VILLAGE HEALTH & REHABILITATION,MT,1970-08,137,193,70.98
275044,MOUNT ASCENSION TRANSITIONAL CARE OF CASCADIA,MT,1970-08,66,108,61.11
275047,LIVINGSTON HEALTH & REHABILITATION CENTER,MT,1970-08,40,115,34.78
275049,POLSON HEALTH & REHABILITATION CENTER,MT,1970-08,49,70,70.00
275056,ELKHORN HEALTHCARE AND REHABILITATION,MT,1970-08,65,70,92.86
275060,COPPER RIDGE HEALTH AND REHABILITATION CENTER,MT,1970-08,65,186,34.95
275061,LOGAN HEALTH CARE CENTER - SHELBY,MT,1970-08,20,53,37.74
275064,CENTRAL MONTANA NURSING & REHABILITATION CENTER,MT,1970-08,25,85,29.41
275065,COMMUNITY NURSING HOME OF ANACONDA,MT,1970-08,17,62,27.42
275066,GALLATIN REST HOME,MT,1970-08,49,94,52.13
275067,GLENDIVE MEDICAL CENTER N H,MT,1970-08,35,75,46.67
275069,HOT SPRINGS HEALTH & REHABILITATION CENTER,MT,1970-08,29,40,72.50
275070,SHERIDAN MEMORIAL NURSING HOME,MT,1970-08,22,45,48.89
275072,ROSEBUD HEALTH CARE CENTER,MT,1970-08,14,31,45.16
275073,FAITH LUTHERAN HOME,MT,1970-08,45,60,75.00
275079,WIBAUX COUNTY NURSING HOME,MT,1970-08,33,40,82.50
275080,COONEY HEALTHCARE AND REHABILITATION,MT,1970-08,77,90,85.56
275084,MOUNTAIN VIEW OF CASCADIA,MT,1970-08,44,49,89.80
275087,POWDER RIVER MANOR,MT,1970-08,22,41,53.66
275091,VALLEY VIEW HOME,MT,1970-08,50,96,52.08
275093,ST LUKE COMMUNITY NURSING HOME,MT,1970-08,34,75,45.33
275100,MONTANA VETERANS HOME N H,MT,1970-08,61,105,58.10
275103,CONTINENTAL CARE AND REHABILITATION,MT,1970-08,71,100,71.00
275104,NORTHERN PINES REHABILITATION AND NURSING,MT,1970-08,36,41,87.80
275106,INTERMOUNTAIN HEALTH HOLY ROSARY HOSPITAL,MT,1970-08,44,84,52.38
275107,CLARK FORK VALLEY NURSING HOME,MT,1970-08,27,28,96.43
275109,BRENDAN HOUSE,MT,1970-08,98,110,89.09
275111,LAUREL HEALTH & REHABILITATION CENTER,MT,1970-08,60,79,75.95
275112,NORTHERN MONTANA CARE CENTER,MT,1970-08,75,135,55.56
275119,LOGAN HEALTH - CONRAD,MT,1970-08,36,59,61.02
275120,BILLINGS REHABILITATION AND NURSING LLC,MT,1970-08,74,100,74.00
275121,SIDNEY HEALTH CENTER EXTENDED CARE,MT,1970-08,41,93,44.09
275122,CREST NURSING HOME,MT,1970-08,45,103,43.69
275123,RIVER RIDGE REHABILITATION AND NURSING LLC,MT,1970-08,73,129,56.59
275124,PIONEER CARE AND REHABILITATION,MT,1970-08,51,87,58.62
275125,THE LIVING CENTRE,MT,1970-08,28,50,56.00
275126,RIVERSIDE HEALTH & REHABILITATION,MT,1970-08,67,72,93.06
275127,SWEET MEMORIAL NURSING HOME,MT,1970-08,38,42,90.48
275129,IMMANUEL SKILLED CARE CENTER,MT,1970-08,109,155,70.32
275132,WHITEFISH CARE AND REHABILITATION,MT,1970-08,73,100,73.00
275133,BLACKFEET CARE CENTER,MT,1970-08,26,47,55.32
275134,IVY AT DEER LODGE,MT,1970-08,46,60,76.67
275135,DISCOVERY CARE CENTRE LTD,MT,1970-08,43,58,74.14
275136,MADISON VALLEY MANOR,MT,1970-08,21,32,65.63
275140,ASPEN MEADOWS HEALTH AND REHABILITATION CENTER,MT,1970-08,64,90,71.11
275144,EASTERN MONTANA VETERANS HOME,MT,1970-08,58,80,72.50
275147,TOBACCO ROOT MOUNTAINS CARE CENTER,MT,1970-08,21,39,53.85
275153,AWE KUALAWAACHE CARE CENTER,MT,1970-08,27,40,67.50
275156,SOUTHWEST MONTANA VETERANS HOME,MT,1970-08,41,60,68.33
27A052,MONTANA MENTAL HEALTH NURSING HOME,MT,1970-08,63,117,53.85
285002,SUMNER PLACE,NE,1970-08,82,104,78.85
285004,ST JANE DE CHANTAL,NE,1970-08,82,126,65.08
285019,DOUGLAS COUNTY HEALTH CENTER,NE,1970-08,230,254,90.55
285036,EASTMONT,NE,1970-08,20,23,86.96
285049,EMERALD NURSING & REHAB BROOKSIDE LLC,NE,1970-08,110,173,63.58
285054,THE BANYAN AT MONTCLAIR,NE,1970-08,128,175,73.14
285055,FALLS CITY NURSING AND REHABILITATION CENTER,NE,1970-08,36,63,57.14
285057,TABITHA NURSING HOME,NE,1970-08,142,197,72.08
285058,EMERALD NURSING & REHABILITATION MERCY,NE,1970-08,92,174,52.87
285059,ROSE BLUMKIN JEWISH HOME,NE,1970-08,63,105,60.00
285062,MIDWEST COVENANT HOME,NE,1970-08,39,51,76.47
285063,HIGHLAND PARK CARE CENTER,NE,1970-08,51,60,85.00
285065,GOLD CREST RETIREMENT CENTER,NE,1970-08,43,52,82.69
285066,AMBASSADOR HEALTH OF LINCOLN,NE,1970-08,66,122,54.10
285067,"HOLDREGE MEMORIAL HOMES, INC",NE,1970-08,73,94,77.66
285071,HERITAGE ESTATES,NE,1970-08,97,102,95.10
285072,GOOD SAMARITAN SOCIETY - HASTINGS VILLAGE,NE,1970-08,36,175,20.57
285073,PARK VIEW HAVEN NURSING HOME,NE,1970-08,24,34,70.59
285074,DAVID PLACE,NE,1970-08,54,86,62.79
285076,THE PALM AT REGENCY SQUARE,NE,1970-08,50,72,69.44
285078,ST. JOSEPH VILLA NURSING CENTER,NE,1970-08,159,184,86.41
285080,HILLCREST NURSING HOME,NE,1970-08,59,100,59.00
285081,CHI HEALTH ST FRANCIS,NE,1970-08,17,36,47.22
285082,"CONTINENTAL SPRINGS, LLC",NE,1970-08,49,77,63.64
285083,LINDEN COURT,NE,1970-08,99,135,73.33
285085,NEWPORT HOUSE,NE,1970-08,94,96,97.92
285087,TIFFANY SQUARE,NE,1970-08,73,103,70.87
285088,ARBOR CARE CENTERS-HARTINGTON LLC,NE,1970-08,28,47,59.57
285089,HERITAGE OF BEL AIR,NE,1970-08,99,108,91.67
285091,INDIAN HILLS MANOR,NE,1970-08,31,82,37.80
285092,EMERALD NURSING & REHAB COLUMBUS,NE,1970-08,75,145,51.72
285093,EMERALD NURSING & REHAB COZAD,NE,1970-08,43,67,64.18
285094,THE MAPLES AT CENTENNIAL,NE,1970-08,49,68,72.06
285095,MONUMENT REHABILITATION AND CARE CENTER,NE,1970-08,83,160,51.88
285096,ARBOR CARE CENTERS-FRANKLIN LLC,NE,1970-08,22,42,52.38
285097,EMERALD NURSING & REHAB OMAHA,NE,1970-08,63,155,40.65
285098,GOOD SAMARITAN SOCIETY - MILLARD,NE,1970-08,58,106,54.72
285102,STANTON HEALTH CENTER,NE,1970-08,61,70,87.14
285104,PRESTIGE CARE CENTER OF PLATTSMOUTH,NE,1970-08,75,111,67.57
285106,EMERALD NURSING & REHAB LAKEVIEW,NE,1970-08,71,95,74.74
285108,ARBOR CARE CENTERS-O'NEILL LLC,NE,1970-08,39,84,46.43
285109,PRESTIGE CARE CENTER OF NEBRASKA CITY,NE,1970-08,45,64,70.31
285112,GOOD SAMARITAN SOCIETY - AUBURN,NE,1970-08,58,102,56.86
285114,FALLS CITY CARE CENTER,NE,1970-08,51,119,42.86
285115,ARBOR CARE CENTERS-FULLERTON LLC,NE,1970-08,60,75,80.00
285116,CLARKSON COMMUNITY CARE CENTER INC,NE,1970-08,29,51,56.86
285117,"ARBOR CARE CENTERS-VALHAVEN, LLC",NE,1970-08,46,66,69.70
285118,ARBOR CARE CENTERS-TEKAMAH LLC,NE,1970-08,33,44,75.00
285119,DUNKLAU GARDENS,NE,1970-08,77,106,72.64
285124,ARBOR CARE CENTERS-NELIGH LLC,NE,1970-08,29,70,41.43
285126,THE AMBASSADOR NEBRASKA CITY,NE,1970-08,49,71,69.01
285127,AMBASSADOR HEALTH OF OMAHA,NE,1970-08,80,146,54.79
285130,BEATRICE HEALTH AND REHABILITATION,NE,1970-08,60,87,68.97
285131,YORK GENERAL HEARTHSTONE,NE,1970-08,80,127,62.99
285133,HILLCREST HEALTH & REHAB,NE,1970-08,128,151,84.77
285134,LIFE CARE CENTER OF ELKHORN,NE,1970-08,90,135,66.67
285135,WAYNE COUNTRYVIEW CARE AND REHABILITATION,NE,1970-08,35,60,58.33
285137,LIFE CARE CENTER OF OMAHA,NE,1970-08,76,128,59.38
285138,GOOD SAMARITAN SOCIETY - SYRACUSE,NE,1970-08,45,88,51.14
285139,"PREMIER ESTATES OF PIERCE, LLC",NE,1970-08,32,75,42.67
285140,THE MEADOWS AT ASHLAND,NE,1970-08,84,97,86.60
285141,THE BIRCH AT SUTHERLAND,NE,1970-08,49,60,81.67
285143,THE MULBERRY AT WAVERLY,NE,1970-08,46,54,85.19
285144,THE PINES AT BLUE HILL,NE,1970-08,34,62,54.84
285146,THE WILLOWS AT GRETNA,NE,1970-08,44,63,69.84
285147,THE OAKS AT CENTRAL CITY,NE,1970-08,63,63,100.00
285148,GOOD SHEPHERD LUTHERAN HOME,NE,1970-08,70,84,83.33
285149,MAPLE CREST HEALTH CENTER,NE,1970-08,150,175,85.71
285150,CREST VIEW CARE CENTER,NE,1970-08,31,70,44.29
285151,WISNER CARE CENTER,NE,1970-08,28,38,73.68
285156,GOOD SAMARITAN SOCIETY - BLOOMFIELD,NE,1970-08,24,70,34.29
285157,"PREMIER ESTATES OF PAWNEE, LLC",NE,1970-08,22,64,34.38
285160,ST. JOSEPH'S REHABILITATION & CARE CENTER,NE,1970-08,52,83,62.65
285163,HILLTOP ESTATES,NE,1970-08,39,64,60.94
285164,HOLMES LAKE REHABILITATION & CARE CENTER,NE,1970-08,49,97,50.52
285165,"NORTH PLATTE CARE CENTER, LLC",NE,1970-08,57,71,80.28
285166,"PREMIER ESTATES OF KENESAW, LLC",NE,1970-08,61,76,80.26
285172,WILBER CARE CENTER,NE,1970-08,35,58,60.34
285173,FLORENCE HOME,NE,1970-08,80,126,63.49
285177,GOOD SAMARITAN SOCIETY - ATKINSON,NE,1970-08,39,61,63.93
285178,HILLCREST CARE CENTER,NE,1970-08,17,36,47.22
285180,BUTTE SENIOR LIVING,NE,1970-08,26,40,65.00
285183,COLONIAL MANOR OF RANDOLPH,NE,1970-08,40,45,88.89
285185,GOOD SAMARITAN SOCIETY - COLONIAL VILLA,NE,1970-08,33,53,62.26
285187,GOOD SAMARITAN SOCIETY - SUPERIOR,NE,1970-08,37,69,53.62
285189,GOOD SAMARITAN SOCIETY - ST JOHNS,NE,1970-08,52,56,92.86
285190,ALPINE VILLAGE RETIREMENT CENTER,NE,1970-08,30,58,51.72
285192,GOOD SAMARITAN SOCIETY - ST LUKE'S VILLAGE,NE,1970-08,35,60,58.33
285193,GOOD SAMARITAN SOCIETY - OSCEOLA,NE,1970-08,34,47,72.34
285197,GOOD SAMARITAN SOCIETY - ALBION,NE,1970-08,49,60,81.67
285200,"CALLAWAY GOOD LIFE CENTER, INC",NE,1970-08,29,38,76.32
285201,CLOVERLODGE CARE CENTER,NE,1970-08,33,47,70.21
285203,GOOD SAMARITAN SOCIETY - BEATRICE,NE,1970-08,63,80,78.75
285204,COLONIAL HAVEN,NE,1970-08,28,34,82.35
285206,FAIRVIEW MANOR,NE,1970-08,37,40,92.50
285207,ARBOR CARE CENTERS-COUNTRYSIDE LLC,NE,1970-08,42,70,60.00
285208,COMMUNITY PRIDE CARE CENTER,NE,1970-08,47,50,94.00
285209,WAKEFIELD HEALTH CARE CENTER,NE,1970-08,35,40,87.50
285210,CROWELL MEMORIAL HOME,NE,1970-08,59,74,79.73
285212,PIONEER MANOR NURSING HOME,NE,1970-08,46,57,80.70
285215,ELWOOD CARE CENTER,NE,1970-08,33,43,76.74
285216,MT CARMEL HOME- KEENS MEMORIAL,NE,1970-08,56,75,74.67
285218,THE CYPRESS AT MIDTOWN,NE,1970-08,46,61,75.41
285219,SOUTHLAKE VILLAGE REHABILITATION & CARE CENTER,NE,1970-08,119,126,94.44
285220,WAUNETA CARE AND THERAPY CENTER,NE,1970-08,31,36,86.11
285221,THE CEDARS AT BROADWELL,NE,1970-08,40,76,52.63
285222,HERITAGE OF EMERSON,NE,1970-08,31,38,81.58
285224,SKYVIEW CARE AND REHAB AT BRIDGEPORT,NE,1970-08,43,48,89.58
285226,BROOKEFIELD PARK,NE,1970-08,63,70,90.00
285228,ROSE LANE HOME,NE,1970-08,41,64,64.06
285230,HERITAGE CROSSINGS,NE,1970-08,46,68,67.65
285231,SOUTH HAVEN LIVING CENTER,NE,1970-08,81,85,95.29
285232,SUNRISE COUNTRY MANOR,NE,1970-08,59,80,73.75
285235,NYE POINTE HEALTH & REHAB CTR,NE,1970-08,35,43,81.40
285238,KEYSTONE RIDGE POST ACUTE NURSING AND REHAB,NE,1970-08,71,100,71.00
285239,EMERALD NURSING & REHAB LEGACY POINTE LLC,NE,1970-08,65,108,60.19
285240,OMAHA NURSING AND REHABILITATION CENTER,NE,1970-08,59,70,84.29
285241,SARAH ANN HESTER MEMORIAL HOME,NE,1970-08,32,56,57.14
285242,BROOKESTONE VILLAGE,NE,1970-08,133,140,95.00
285245,PARKSIDE MANOR,NE,1970-08,27,40,67.50
285246,CHRISTIAN HOMES HEALTH CARE CENTER,NE,1970-08,47,86,54.65
285248,COLONIAL ACRES NURSING HOME,NE,1970-08,29,49,59.18
285249,"ST. JOSEPH'S VILLA, INC.",NE,1970-08,43,58,74.14
285250,PONDEROSA VILLA,NE,1970-08,18,35,51.43
285256,KIMBALL COUNTY MANOR,NE,1970-08,41,49,83.67
285257,COMMUNITY MEMORIAL HEALTH CENTER,NE,1970-08,61,64,95.31
285258,BERTRAND NURSING HOME,NE,1970-08,18,26,69.23
285259,BLUE VALLEY LUTHERAN NURSING HOME,NE,1970-08,30,64,46.88
285260,CHIMNEY ROCK VILLA,NE,1970-08,29,49,59.18
285261,PARKVIEW HAVEN NURSING HOME,NE,1970-08,26,49,53.06
285262,HERITAGE CARE CENTER,NE,1970-08,53,100,53.00
285263,WESTFIELD QUALITY CARE OF AURORA,NE,1970-08,49,64,76.56
285266,GATEWAY VISTA,NE,1970-08,67,80,83.75
285267,LOUISVILLE CARE CENTER,NE,1970-08,39,61,63.93
285268,BROOKESTONE OF PAPILLION,NE,1970-08,89,110,80.91
285269,BEAVER CITY MANOR,NE,1970-08,21,30,70.00
285270,"BETHANY HOME, INC.",NE,1970-08,59,64,92.19
285271,NORTHFIELD RETIREMENT COMMUNITIES CARE CENTER,NE,1970-08,50,66,75.76
285272,HARVARD REST HAVEN,NE,1970-08,23,37,62.16
285273,PLAINVIEW MANOR,NE,1970-08,28,39,71.79
285275,EMERALD NURSING & REHAB LANCASTER LLC,NE,1970-08,206,293,70.31
285276,BROOKESTONE MEADOWS REHABILITATION AND CARE CENTER,NE,1970-08,130,140,92.86
285277,"SUTTON COMMUNITY HOME, INC.",NE,1970-08,25,31,80.65
285278,NYE LEGACY HEALTH & REHABILITATION CENTER,NE,1970-08,88,100,88.00
285279,RIDGEWOOD REHABILITATION & CARE CENTER,NE,1970-08,51,82,62.20
285280,THE LIGHTHOUSE AT LAKESIDE VILLAGE,NE,1970-08,34,36,94.44
285281,OAKLAND HEIGHTS,NE,1970-08,37,45,82.22
285282,JEFFERSON COMMUNITY HEALTH & LIFE GARDENSIDE,NE,1970-08,34,39,87.18
285283,TABITHA NURSING CENTER AT CRETE,NE,1970-08,31,38,81.58
285284,AVERA CREIGHTON CARE CENTRE,NE,1970-08,39,47,82.98
285285,GOOD SAMARITAN SOCIETY - GRAND ISLAND VILLAGE,NE,1970-08,46,67,68.66
285287,MITCHELL CARE CENTER,NE,1970-08,46,50,92.00
285288,TABITHA AT THE LANDING,NE,1970-08,32,50,64.00
285291,BROOKESTONE ACRES,NE,1970-08,76,80,95.00
285292,LITZENBERG MEMORIAL COUNTY HOSPITAL,NE,1970-08,33,46,71.74
285293,HILLCREST COUNTRY ESTATES-COTTAGES,NE,1970-08,47,48,97.92
285294,"ARBOR CARE CENTERS-ORD, LLC",NE,1970-08,31,60,51.67
285296,SAUNDERS MEDICAL CENTER,NE,1970-08,53,60,88.33
285297,BROOKESTONE VIEW,NE,1970-08,54,60,90.00
285298,SANDHILLS CARE CENTER,NE,1970-08,28,46,60.87
285300,HILLCREST FIRETHORN,NE,1970-08,58,72,80.56
285302,HILLCREST MILLARD,NE,1970-08,48,76,63.16
285303,ST JOSEPH'S HILLSIDE VILLA,NE,1970-08,54,54,100.00
285304,ROCK COUNTY HOSPITAL LONG TERM CARE,NE,1970-08,27,30,90.00
285305,BROOKESTONE GARDENS,NE,1970-08,49,54,90.74
285306,HEMINGFORD CARE CENTER,NE,1970-08,21,39,53.85
285307,TABITHA AT PRAIRIE COMMONS,NE,1970-08,18,36,50.00
28A065,CARL T CURTIS HEALTH EDUCATION CENTER NURSING HOME,NE,1970-08,21,25,84.00
28E173,LEGACY SQUARE,NE,1970-08,37,40,92.50
28E180,GARDEN COUNTY NURSING HOME,NE,1970-08,25,40,62.50
28E191,MEMORIAL COMMUNITY CARE,NE,1970-08,39,48,81.25
28E257,GORDON COUNTRYSIDE CARE,NE,1970-08,26,40,65.00
28E271,GENOA COMMUNITY HOSPITAL/LTC,NE,1970-08,37,39,94.87
28E299,HILLCREST SHADOW LAKE LLC,NE,1970-08,96,114,84.21
28E300,OGLALA SIOUX LAKOTA NURSING HOME,NE,1970-08,46,72,63.89
28E302,POLE CREEK ESTATES,NE,1970-08,42,61,68.85
295000,PERSHING GENERAL HOSPITAL SNF,NV,1970-08,25,25,100.00
295001,LEFA SERAN SNF,NV,1970-08,23,24,95.83
295006,LAS VEGAS POST ACUTE & REHABILITATION,NV,1970-08,72,79,91.14
295008,EL JEN SKILLED CARE,NV,1970-08,133,144,92.36
295011,SOUTH LYON MEDICAL CENTER,NV,1970-08,28,49,57.14
295017,HORIZON HEALTH AND REHABILITATION CENTER,NV,1970-08,119,138,86.23
295020,ROSEWOOD REHABILITATION CENTER,NV,1970-08,82,99,82.83
295021,"PREMIER HEALTH & REHABILITATION CENTER OF LV, LP",NV,1970-08,79,100,79.00
295023,CARSON NURSING AND REHABILITATION CENTER,NV,1970-08,45,73,61.64
295024,HARMONY MANOR SKILLED NURSING FACILITY,NV,1970-08,35,42,83.33
295026,GROVER C DILS MEDICAL CENTER SNF,NV,1970-08,15,16,93.75
295029,WHITE PINE CARE CENTER,NV,1970-08,39,97,40.21
295036,NORTH LAS VEGAS CARE CENTER,NV,1970-08,157,182,86.26
295037,HENDERSON HEALTH AND REHABILITATION,NV,1970-08,240,266,90.23
295040,SAINT JOSEPH TRANSITIONAL REHABILITATION CENTER,NV,1970-08,89,100,89.00
295041,DELMAR GARDENS OF GREEN VALLEY,NV,1970-08,158,242,65.29
295043,ALPINE SKILLED NURSING AND REHABILITATION CENTER,NV,1970-08,130,189,68.78
295044,HEARTHSTONE,NV,1970-08,103,125,82.40
295045,TORREY PINES POST ACUTE AND REHABILITATION,NV,1970-08,95,95,100.00
295046,BOULDER CITY HOSPITAL SNF,NV,1970-08,37,47,78.72
295048,HARMON HOSPITAL - SNF,NV,1970-08,7,10,70.00
295050,LIFE CARE CENTER OF RENO,NV,1970-08,110,198,55.56
295052,LIFE CARE CENTER OF LAS VEGAS,NV,1970-08,162,178,91.01
295055,COLLEGE PARK REHABILITATION CENTER,NV,1970-08,87,188,46.28
295063,BATTLE MOUNTAIN GENERAL HOSPITAL,NV,1970-08,19,25,76.00
295066,SILVER HILLS HEALTH CARE CENTER,NV,1970-08,133,155,85.81
295067,ORMSBY POST ACUTE REHABILITATION,NV,1970-08,86,120,71.67
295068,HIGHLAND MANOR OF MESQUITE REHABILITATION LLC,NV,1970-08,76,112,67.86
295070,MARQUIS PLAZA REGENCY POST ACUTE REHAB,NV,1970-08,143,188,76.06
295071,TLC CARE CENTER,NV,1970-08,228,255,89.41
295072,SILVER RIDGE HEALTHCARE CENTER,NV,1970-08,141,148,95.27
295073,ROYAL SPRINGS HEALTHCARE AND REHAB,NV,1970-08,222,225,98.67
295075,PAHRUMP HEALTH AND REHABILITATION CENTER,NV,1970-08,85,120,70.83
295076,LIFE CARE CENTER OF SOUTH LAS VEGAS,NV,1970-08,92,120,76.67
295077,ALTA SKILLED NURSING AND REHABILITATION CENTER,NV,1970-08,149,180,82.78
295078,HIGHLAND MANOR OF ELKO REHABILITATION LLC,NV,1970-08,83,146,56.85
295079,MOUNTAIN VIEW HEALTH & REHABILITATION CENTER,NV,1970-08,142,146,97.26
295080,MOUNTAIN VIEW CARE CENTER,NV,1970-08,81,87,93.10
295081,NEVADA STATE VETERANS HOME - BOULDER CITY,NV,1970-08,163,180,90.56
295082,GARDNERVILLE HEALTH & REHABILITATION CENTER,NV,1970-08,37,60,61.67
295083,"THE HEIGHTS OF SUMMERLIN, LLC",NV,1970-08,164,190,86.32
295084,NEURORESTORATIVE,NV,1970-08,33,35,94.29
295085,HIGHLAND MANOR OF FALLON REHABILITATION LLC,NV,1970-08,70,102,68.63
295086,LAS VENTANAS RETIREMENT COMM SNF,NV,1970-08,57,60,95.00
295088,WINGFIELD SKILLED NURSING AND REHABILITATION CENTE,NV,1970-08,106,120,88.33
295089,MARQUIS CARE AT CENTENNIAL HILLS,NV,1970-08,91,120,75.83
295090,ADVANCED HEALTH CARE OF LAS VEGAS,NV,1970-08,37,38,97.37
295091,NEURORESTORATIVE 4KIDS -BUFFALO,NV,1970-08,24,23,104.35
295092,ADVANCED HEALTH CARE OF SUMMERLIN,NV,1970-08,38,38,100.00
295093,CANYON VISTA POST ACUTE,NV,1970-08,118,120,98.33
295094,SPANISH HILLS WELLNESS SUITES,NV,1970-08,125,144,86.81
295095,SANDSTONE SPRING VALLEY,NV,1970-08,148,160,92.50
295096,ADVANCED HEALTH CARE OF RENO,NV,1970-08,42,42,100.00
295097,MISSION POINT NURSING & PHYSICAL REHAB CTR CH,NV,1970-08,27,45,60.00
295098,SAGE CREEK POST-ACUTE,NV,1970-08,59,60,98.33
295099,CORONADO RIDGE SKILLED NURSING & REHABILITATION,NV,1970-08,117,121,96.69
295102,ADVANCED HEALTH CARE OF HENDERSON,NV,1970-08,29,38,76.32
295103,"CAREMERIDIAN LLC, DBA NEURORESTORATIVE",NV,1970-08,28,36,77.78
295104,CARSON TAHOE TRANSITIONAL REHABILITATION CENTER,NV,1970-08,50,80,62.50
295105,NORTHERN NEVADA STATE VETERANS HOME,NV,1970-08,93,96,96.88
295106,TRELLIS CENTENNIAL,NV,1970-08,69,72,95.83
295107,ADVANCED HEALTH CARE OF PARADISE,NV,1970-08,38,38,100.00
295108,SILVER STATE PEDIATRIC SKILLED NURSING FACILITY,NV,1970-08,23,36,63.89
295109,TRELLIS PARADISE,NV,1970-08,67,83,80.72
295110,GREEN VALLEY HEALTH AND WELLNESS SUITES,NV,1970-08,60,124,48.39
29E037,MISSION PINES NURSING AND REHAB CENTER,NV,1970-08,179,240,74.58
305005,PREMIER REHAB AND HEALTHCARE,NH,1970-08,226,290,77.93
305009,HANOVER HILL HEALTH CARE CENTER,NH,1970-08,117,124,94.35
305016,HAVENWOOD-HERITAGE HEIGHTS,NH,1970-08,70,70,100.00
305018,DOVER CENTER FOR HEALTH & REHABILITATION,NH,1970-08,103,112,91.96
305020,HANOVER TERRACE HEALTH AND REHABILITATION CENTER,NH,1970-08,63,100,63.00
305022,EDGEWOOD CENTRE (THE),NH,1970-08,121,156,77.56
305024,ROCHESTER MANOR,NH,1970-08,80,108,74.07
