PROVIDER_ID,PROVIDER_NAME,STATE,MONTH,PCT_OVERTIME_HOURS
225306,MT GREYLOCK EXTENDED CARE FACILITY,MA,1970-08,10.3
225309,LEDGEWOOD REHABILITATION AND NURSING CENTER,MA,1970-08,0
225312,BLACKSTONE VALLEY HEALTH AND REHABILITATION,MA,1970-08,20.61
225315,"HIGHLANDS, THE",MA,1970-08,8.93
225317,FALL RIVER JEWISH HOME,MA,1970-08,17.51
225318,MILL TOWN HEALTH AND REHABILITATION,MA,1970-08,24.57
225322,SACHEM CENTER FOR HEALTH AND REHABILITATION,MA,1970-08,12.31
225323,CARE ONE AT PEABODY,MA,1970-08,0
225324,WEST NEWTON HEALTHCARE,MA,1970-08,29.82
225326,"RESERVOIR CENTER FOR HEALTH & REHABILITATION, THE",MA,1970-08,25.65
225328,"OAKS, THE",MA,1970-08,0
225329,MELROSE HEALTHCARE,MA,1970-08,21.02
225330,LIBERTY COMMONS,MA,1970-08,5.88
225331,EAST LONGMEADOW SKILLED NURSING CENTER,MA,1970-08,3.64
225332,ADVINIACARE NEWBURYPORT,MA,1970-08,15.57
225333,CEDAR VIEW REHABILITATION AND HEALTHCARE CENTER,MA,1970-08,3.23
225334,OAKDALE REHABILITATION & SKILLED NURSING CENTER,MA,1970-08,30.48
225335,REGALCARE AT GREENFIELD,MA,1970-08,2.59
225337,CAPE HERITAGE REHABILITATION & HEALTH CARE CENTER,MA,1970-08,0
225338,CAPE REGENCY REHABILITATION & HEALTH CARE CENTER,MA,1970-08,0
225339,MEDFORD REHABILITATION AND NURSING CENTER,MA,1970-08,0
225341,WILLIAMSTOWN COMMONS NURSING & REHAB,MA,1970-08,27.85
225342,NORTH ADAMS COMMONS NURSING & REHABILITATION CENTE,MA,1970-08,5.76
225343,NORWOOD HEALTHCARE,MA,1970-08,8.9
225344,ABBOTT SKILLED NURSING & REHABILITATION CENTER,MA,1970-08,0
225348,BOURNE MANOR EXTENDED CARE FACILITY,MA,1970-08,8.67
225349,WINDSOR NURSING & RETIREMENT HOME,MA,1970-08,32.23
225352,RENAISSANCE MANOR ON CABOT,MA,1970-08,7.62
225355,KEYSTONE CENTER,MA,1970-08,54.47
225356,CARE ONE AT RANDOLPH,MA,1970-08,5.96
225357,WINCHESTER REHABILITATION AND NURSING CENTER,MA,1970-08,1.81
225360,POET'S SEAT HEALTHCARE CENTER,MA,1970-08,17.99
225361,QUABOAG REHABILITATION & SKILLED CARE FACILITY,MA,1970-08,0
225363,LINDA MANOR EXTENDED CARE FACILITY,MA,1970-08,
225366,HATHAWAY MANOR EXTENDED CARE,MA,1970-08,3.26
225369,JML CARE CENTER  INC,MA,1970-08,0
225370,CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR,MA,1970-08,8.36
225374,MAYFLOWER PLACE NURSING & REHABILITATION CENTER,MA,1970-08,0
225376,"PENACOOK PLACE, INC",MA,1970-08,5.05
225378,NEVILLE CENTER AT FRESH POND FOR NURSING & REHAB,MA,1970-08,0
225379,LUTHERAN REHABILITATION AND SKILLED CARE CENTER,MA,1970-08,1.98
225380,VANTAGE AT WESTFIELD LLC,MA,1970-08,23.87
225382,THE GUARDIAN CENTER,MA,1970-08,8.04
225383,WESTFIELD GARDENS NURSING AND REHAB,MA,1970-08,35.29
225385,CHRISTOPHER HOUSE OF WORCESTER,MA,1970-08,11.66
225386,SPRINGSIDE REHABILITATION AND SKILLED CARE CENTER,MA,1970-08,0
225387,ALDEN COURT NURSING CARE & REHABILITATION CENTER,MA,1970-08,2.68
225388,ALLIANCE HEALTH AT BALDWINVILLE,MA,1970-08,7.75
225389,SACRED HEART NURSING HOME,MA,1970-08,19.85
225390,PARSONS HILL REHABILITATION & HEALTH CARE CENTER,MA,1970-08,0
225392,SIXTEEN ACRES HEALTHCARE CENTER,MA,1970-08,0
225394,WOBURN REHABILITATION AND NURSING CENTER,MA,1970-08,6.78
225395,LANESSA EXTENDED CARE,MA,1970-08,6.28
225398,DEVEREUX SKILLED NURSING & REHABILITATION CENTER,MA,1970-08,0
225400,VANTAGE AT WAKEFIELD LLC,MA,1970-08,5.8
225401,LAKEVIEW HOUSE SKLD NRSG  AND RESIDENTIAL CARE FAC,MA,1970-08,0
225402,CLIFTON REHABILITATION NURSING CENTER,MA,1970-08,7.88
225403,COLEMAN HOUSE,MA,1970-08,18.79
225404,ASPEN HILL REHABILIATION & HEALTHCARE CENTER,MA,1970-08,16.9
225408,MARISTHILL NURSING & REHABILITATION CENTER,MA,1970-08,16.57
225409,NEVINS NURSING & REHABILITATION CENTER,MA,1970-08,1.25
225411,LAFAYETTE REHABILITATION & SKILLED NURSING,MA,1970-08,3.75
225412,MEDWAY COUNTRY MANOR SKILLED NURSING & REHABILITAT,MA,1970-08,10.73
225413,"ADVOCATE HEALTHCARE OF EAST BOSTON, LLC",MA,1970-08,20.24
225414,ST JOSEPH MANOR HEALTH CARE INC,MA,1970-08,12.14
225415,MARIAN MANOR,MA,1970-08,10.04
225417,ARMENIAN NURSING & REHABILITATION CENTER,MA,1970-08,0
225418,HELLENIC NURSING & REHABILITATION CENTER,MA,1970-08,
225419,"BELMONT MANOR NURSING HOME, IN",MA,1970-08,0
225420,CENTER FOR EXTENDED CARE AT AMHERST,MA,1970-08,0.23
225421,AYER VALLEY REHAB AND NURSING,MA,1970-08,26.84
225425,WATERTOWN REHABILITATION AND NURSING CENTER,MA,1970-08,14.15
225430,ST PATRICK'S MANOR,MA,1970-08,32.84
225431,BEAR MOUNTAIN AT READING,MA,1970-08,0
225433,ABERJONA REHABILITATION AND NURSING CENTER,MA,1970-08,0
225434,"BOSTON HOME, INC (THE)",MA,1970-08,0
225435,COLONY CENTER FOR HEALTH AND REHABILITATION,MA,1970-08,7.06
225436,"BOSTONIAN NURSING CARE & REHABILITATION CTR, THE",MA,1970-08,5.65
225437,BRIARWOOD REHABILITATION & HEALTHCARE CENTER,MA,1970-08,2.44
225438,ST FRANCIS REHABILITATION & NURSING CENTER,MA,1970-08,0
225439,ODD FELLOWS HOME OF MASSACHUSETTS,MA,1970-08,8.81
225440,MEADOW GREEN NURSING AND REHABILITATION CENTER,MA,1970-08,15.42
225443,BLAIRE HOUSE OF WORCESTER,MA,1970-08,3.12
225444,BLUE HILLS HEALTH AND REHABILITATION CENTER,MA,1970-08,0
225445,AFFINITY HEALTHCARE,MA,1970-08,0
225448,CATHOLIC MEMORIAL HOME,MA,1970-08,20.73
225449,HATHORNE HILL REHABILITATION AND HEALTHCARE CENTER,MA,1970-08,18.47
225451,KATZMAN FAMILY CENTER FOR LIVING,MA,1970-08,0
225452,STERLING VILLAGE,MA,1970-08,1.65
225453,CARVALHO GROVE HEALTH AND REHABILITATION CENTER,MA,1970-08,0
225455,CRANEVILLE REHABILITATION AND SKILLED CARE CENTER,MA,1970-08,0
225456,OCEANSIDE REHABILITATION AND NURSING CENTER,MA,1970-08,50.63
225458,FAIRHAVEN HEALTHCARE CENTER,MA,1970-08,0
225459,"ROYAL NURSING CENTER, LLC",MA,1970-08,0
225461,CEDARWOOD GARDENS,MA,1970-08,0
225463,COUNTRYSIDE HEALTH CARE OF MILFORD,MA,1970-08,7.19
225466,HIGHVIEW OF NORTHAMPTON,MA,1970-08,0
225467,REGALCARE AT WORCESTER,MA,1970-08,0
225469,LAUREL RIDGE REHAB AND SKILLED CARE CENTER,MA,1970-08,2.88
225471,JESMOND NURSING HOME,MA,1970-08,0
225472,JEFFREY & SUSAN BRUDNICK CENTER FOR LIVING,MA,1970-08,0
225474,REGALCARE AT TAUNTON,MA,1970-08,2.98
225475,MADONNA MANOR NURSING HOME,MA,1970-08,5.21
225476,ALLIANCE HEALTH AT MAPLES,MA,1970-08,0
225477,MARIAN MANOR OF TAUNTON,MA,1970-08,16.52
225478,ROYAL MEADOW VIEW CENTER,MA,1970-08,17.6
225480,MISSION CARE AT HOLYOKE,MA,1970-08,2.18
225481,VANTAGE HEALTH & REHAB OF NEW BEDFORD,MA,1970-08,35.76
225482,ROYAL NORWELL NURSING & REHABILITATION CENTER LLC,MA,1970-08,0.45
225483,BROOKSIDE REHABILITATION AND HEALTHCARE CENTER,MA,1970-08,6.61
225485,OUR LADYS HAVEN OF FAIRHAVEN INC,MA,1970-08,20.64
225486,PRESENTATION REHAB AND SKILLED CARE CENTER,MA,1970-08,2.35
225488,TREMONT HEALTH CARE CENTER,MA,1970-08,0
225489,BELVIDERE HEALTHCARE CENTER,MA,1970-08,0
225491,SHREWSBURY REHABILITATION AND NURSING AT SOUTHGATE,MA,1970-08,0
225493,ST JOSEPH REHAB & NURSING CARE CENTER,MA,1970-08,0
225494,SUNNY ACRES SKILLED NURSING AND REHABILITATION CTR,MA,1970-08,6.32
225495,TIMBERLYN HEIGHTS NURSING AND REHABILITATION,MA,1970-08,0
225497,PARKWAY HEALTH AND REHABILITATION CENTER,MA,1970-08,0
225499,WEST ROXBURY HEALTH & REHABILITATION CENTER,MA,1970-08,0
225500,WEST SIDE HOUSE LTC FACILITY,MA,1970-08,0
225503,"PAVILION , THE",MA,1970-08,0
225504,CARE ONE AT WILMINGTON,MA,1970-08,0
225505,ROYAL WOOD MILL CENTER,MA,1970-08,22.45
225506,NORTH END REHABILITATION AND HEALTHCARE CENTER,MA,1970-08,0
225508,VANTAGE AT CHELMSFORD LLC,MA,1970-08,0
225509,CARE ONE AT BROOKLINE,MA,1970-08,15.6
225510,PRESCOTT HOUSE,MA,1970-08,12.45
225511,REGALCARE AT LOWELL,MA,1970-08,0
225513,BEAUMONT REHAB & SKILLED NURSING CTR - NORTHBORO,MA,1970-08,25.66
225514,SOUTH COVE MANOR NURSING & REHABILITATION CENTER,MA,1970-08,3.54
225515,D'YOUVILLE SENIOR CARE,MA,1970-08,16.05
225516,ELIOT CENTER FOR HEALTH AND REHABILITATION,MA,1970-08,8.21
225518,SIPPICAN HEALTHCARE CENTER,MA,1970-08,6.78
225520,CAMBRIDGE REHABILITATION & NURSING CENTER,MA,1970-08,0
225522,REGALCARE AT QUINCY,MA,1970-08,0
225523,REGALCARE AT GLEN RIDGE,MA,1970-08,17.09
225525,REGALCARE AT HARWICH,MA,1970-08,0
225529,LIFE CARE CENTER OF THE NORTH SHORE,MA,1970-08,0
225530,ANDOVER FOREST POST ACUTE CARE CENTER,MA,1970-08,21.43
225531,SUDBURY PINES EXTENDED CARE,MA,1970-08,11.36
225532,MATTAPAN HEALTH & REHABILITATION CENTER,MA,1970-08,0
225533,WACHUSETT MANOR,MA,1970-08,28.61
225535,BETHANY SKILLED NURSING FACILITY,MA,1970-08,31.4
225536,WALPOLE HEALTHCARE,MA,1970-08,22.17
225538,ROYAL CAPE COD NURSING & REHABILITATION CENTER,MA,1970-08,5.08
225539,CHICOPEE REHABILITATION AND NURSING,MA,1970-08,43.92
225540,GERMAN CENTER FOR EXTENDED CARE,MA,1970-08,0
225541,CARLYLE HOUSE,MA,1970-08,8.26
225543,LIFE CARE CENTER OF WILBRAHAM,MA,1970-08,2.53
225544,WINGATE AT SILVER LAKE,MA,1970-08,0
225545,REGALCARE AT COURTYARD-MEDFORD,MA,1970-08,33.1
225546,LIFE CARE CENTER OF MERRIMACK VALLEY,MA,1970-08,13.27
225547,HANNAH B G SHAW HOME,MA,1970-08,19.29
225548,BLAIRE HOUSE OF TEWKSBURY,MA,1970-08,13.3
225549,BRIGHAM HEALTH AND REHABILITATION CENTER,MA,1970-08,0
225555,MARY ANN MORSE NURSING & REHABILITATION,MA,1970-08,7.5
225556,MONT MARIE REHABILITATION & HEALTHCARE CENTER,MA,1970-08,0
225557,EASTPOINTE REHAB CENTER,MA,1970-08,12.96
225558,BEAR MOUNTAIN AT ANDOVER,MA,1970-08,0
225562,VANTAGE AT MILFORD LLC,MA,1970-08,38.88
225564,LIFE CARE CENTER OF ATTLEBORO,MA,1970-08,0
225567,SEACOAST NURSING AND REHABILITATION CENTER,MA,1970-08,24.85
225568,WILMINGTON REHAB CENTER,MA,1970-08,8.84
225569,LIFE CARE CENTER OF NASHOBA VALLEY,MA,1970-08,25.58
225573,SANCTA MARIA NURSING FACILITY,MA,1970-08,3.09
225577,NOTRE DAME LONG TERM CARE CENTER,MA,1970-08,0
225581,MOUNT CARMEL CARE CENTER,MA,1970-08,37.46
225584,PARK AVENUE HEALTH CENTER,MA,1970-08,3.15
225586,WESTFORD NURSING AND REHABILITATION CENTER,MA,1970-08,24.02
225589,SARAH S BRAYTON CENTER,MA,1970-08,13.67
225591,ROYAL WAYLAND REHABILITATION AND NURSING CENTER,MA,1970-08,0
225597,SOUTHWOOD AT NORWELL NURSING CTR,MA,1970-08,0
225598,"WATERVIEW LODGE LLC, REHABILITATION & HEALTHCARE",MA,1970-08,0
225603,SOUTHPOINTE REHAB CENTER,MA,1970-08,15.12
225608,VICTORIA HAVEN NURSING FACILITY,MA,1970-08,0
225613,POPE NURSING HOME,MA,1970-08,13.77
225615,RIVERBEND OF SOUTH NATICK,MA,1970-08,4.99
225619,ALLIANCE HEALTH AT MARIE ESTHER,MA,1970-08,8.3
225622,NEMASKET HEALTHCARE CENTER,MA,1970-08,2.99
225630,WINDEMERE NURSING & REHABILITATION CENTER,MA,1970-08,57.94
225634,CARE ONE AT WEYMOUTH,MA,1970-08,1.39
225637,ADVINIACARE AT PROVINCETOWN,MA,1970-08,0
225640,"BERKELEY RETIREMENT HOME,THE",MA,1970-08,1.23
225643,OVERLOOK MASONIC HEALTH CENTER,MA,1970-08,9.21
225644,SALEM REHAB CENTER,MA,1970-08,0
225645,THOMAS UPHAM HOUSE,MA,1970-08,31.19
225648,HOLY TRINITY EASTERN ORTHODOX N & R CENTER,MA,1970-08,4.79
225650,CARE ONE AT NEW BEDFORD,MA,1970-08,29.11
225651,ALLIANCE HEALTH AT ROSEWOOD,MA,1970-08,49.11
225653,COPLEY AT STOUGHTON NURSING CARE CENTER,MA,1970-08,7.7
225654,BENJAMIN HEALTHCARE CENTER,MA,1970-08,0
225655,LIFE CARE CENTER OF RAYNHAM,MA,1970-08,0
225656,"CAMPION HEALTH & WELLNESS, INC",MA,1970-08,10.66
225659,ELMHURST HEALTHCARE (THE),MA,1970-08,0
225661,LIFE CARE CENTER OF AUBURN,MA,1970-08,0
225662,HARBOR HOUSE NURSING & REHABILITATION CENTER,MA,1970-08,0
225663,CARE ONE AT CONCORD,MA,1970-08,15.15
225666,LIFE CARE CENTER OF PLYMOUTH,MA,1970-08,0
225667,PLEASANT BAY OF BREWSTER REHAB CENTER,MA,1970-08,8.64
225668,MEADOWS OF CENTRAL MASSACHUSETTS (THE),MA,1970-08,100
225679,ROYAL MEGANSETT NURSING & REHABILITATION,MA,1970-08,0
225680,ALLIANCE HEALTH AT MARINA BAY,MA,1970-08,28.05
225682,OAK KNOLL HEALTHCARE CENTER,MA,1970-08,14.86
225683,STONE REHABILITATION AND SENIOR LIVING,MA,1970-08,10.75
225687,HILLCREST COMMONS NURSING & REHABILITATION CENTER,MA,1970-08,16.51
225689,ROYAL OF COTUIT,MA,1970-08,0
225690,BAYPOINTE REHAB CENTER,MA,1970-08,1.93
225691,LOOMIS LAKESIDE AT REEDS LANDING,MA,1970-08,0
225697,ELAINE CENTER AT HADLEY,MA,1970-08,40.22
225704,LIFE CARE CENTER OF WEST BRIDGEWATER,MA,1970-08,0
225709,TIMOTHY DANIELS HOUSE,MA,1970-08,0
225710,BEAR MOUNTAIN AT SUDBURY,MA,1970-08,0
225718,HANCOCK PARK REHABILIATION AND NURSING CENTER,MA,1970-08,0
225720,CARE ONE AT MILLBURY,MA,1970-08,4.94
225722,CARDIGAN NURSING & REHABILITATION CENTER,MA,1970-08,0
225723,FALL RIVER HEALTHCARE,MA,1970-08,15.4
225724,"MEADOWS, THE",MA,1970-08,4.83
225727,BEAUMONT REHAB & SKILLED NURSING CTR - NATICK,MA,1970-08,4.8
225732,LIFE CARE CENTER OF STONEHAM,MA,1970-08,22.47
225736,GREENWOOD NURSING & REHABILITATION CENTER,MA,1970-08,0
225738,MARY'S MEADOW AT PROVIDENCE PLACE,MA,1970-08,16.8
225739,DWYER HOME,MA,1970-08,9.24
225740,HUNT NURSING & REHAB CENTER,MA,1970-08,21.55
225743,BAKER-KATZ SKILLED NURSING AND REHABILITATION CTR,MA,1970-08,50.54
225747,SOMERSET RIDGE CENTER,MA,1970-08,43.81
225748,PHILLIPS MANOR NURSING HOME,MA,1970-08,0
225749,LEE HEALTHCARE,MA,1970-08,16.64
225750,MASCONOMET HEALTHCARE CENTER,MA,1970-08,17.22
225752,SERENITY HILL NURSING CENTER,MA,1970-08,10.18
225755,LASELL HOUSE,MA,1970-08,13.32
225757,PIONEER VALLEY HEALTH & REHABILITATION,MA,1970-08,0
225759,RECUPERATIVE SERVICES UNIT-HEBREW REHAB CENTER,MA,1970-08,3.68
225760,LYDIA TAFT HOUSE,MA,1970-08,30.52
225762,BERKSHIRE PLACE,MA,1970-08,11.17
225763,PALMER HEALTHCARE CENTER,MA,1970-08,19.73
225764,KIMBALL FARMS NURSING CARE CENTER,MA,1970-08,20.75
225766,AGAWAM NORTH REHAB AND NURSING,MA,1970-08,0
225767,CONTINUING CARE AT BROOKSBY VILLAGE,MA,1970-08,3.56
225768,"NEW ENGLAND HOMES FOR THE DEAF, INC",MA,1970-08,14.1
225769,ALLIANCE HEALTH AT BRAINTREE,MA,1970-08,13.61
225770,BRIGHTON REHABILITATION AND  NURSING CENTER,MA,1970-08,3.85
225771,BERKSHIRE REHABILITATION & SKILLED CARE CENTER,MA,1970-08,0
225772,OUR ISLAND HOME,MA,1970-08,29.99
225773,LINDEN PONDS,MA,1970-08,0
225774,NEWBRIDGE ON THE CHARLES SKILLED NURSING FACILITY,MA,1970-08,0
225777,D'YOUVILLE CARE FOR ADVANCED THERAPY,MA,1970-08,34.05
225778,WHITTIER WESTBOROUGH TRANSITIONAL CARE UNIT,MA,1970-08,0
225781,SEVEN HILLS PEDIATRIC CENTER,MA,1970-08,0
225782,THE COMMONS SKILLED NURSING & REHABILITATION,MA,1970-08,0
225783,WHITTIER BRADFORD TRANSITIONAL CARE UNIT,MA,1970-08,57.92
225785,NEW ENGLAND PEDIATRIC CARE,MA,1970-08,0
235002,OCEANA CO MD CARE FACILITY,MI,1970-08,3.85
235003,MANISTEE COUNTY MEDICAL CARE FACILITY,MI,1970-08,0
235004,SKLD MUSKEGON,MI,1970-08,4.71
235005,MAPLES BENZIE CO MEDICAL CARE,MI,1970-08,1.91
235006,MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL LTCU,MI,1970-08,10.74
235008,MAPLE LAWN MEDICAL CARE FACILI,MI,1970-08,0
235009,THORNAPPLE MANOR,MI,1970-08,12.18
235011,IOSCO CO MEDICAL CARE FACILITY,MI,1970-08,0
235013,FAIRVIEW NURSING AND REHABILITATION COMMUNITY,MI,1970-08,16.6
235014,THE ORCHARDS AT REDFORD,MI,1970-08,2.8
235015,INGHAM COUNTY MEDICAL CARE FAC,MI,1970-08,6.16
235016,ALLEGRA NURSING AND REHAB,MI,1970-08,0
235019,JACKSON COUNTY MEDICAL CARE FACILITY,MI,1970-08,0
235020,MICHIGAN MASONIC HOME,MI,1970-08,11.12
235021,CHELSEA RETIREMENT COMMUNITY,MI,1970-08,0
235022,MEDILODGE OF CLARE,MI,1970-08,0
235023,MAJESTIC CARE OF BATTLE CREEK,MI,1970-08,0
235025,MEADOW BROOK MEDICAL CARE FACILITY,MI,1970-08,15.62
235026,GOGEBIC MEDICAL CARE FACILITY,MI,1970-08,9.58
235027,EATON COUNTY MEDICAL CARE FACI,MI,1970-08,0
235028,HURON CO MED CARE FACILITY,MI,1970-08,13.47
235031,CANAL VIEW - HOUGHTON COUNTY,MI,1970-08,34.01
235032,SKLD IONIA,MI,1970-08,0
235033,BAY BLUFFS-EMMET CO MED CARE FAC,MI,1970-08,0
235035,COREWELL HEALTH REHAB & NURSING CENTER - KENTRIDGE,MI,1970-08,15.13
235036,THE SPRINGS AT ROCHESTER HILLS REHAB & NURSING CTR,MI,1970-08,0
235037,ISABELLA CO MEDICAL CARE FACIL,MI,1970-08,1.37
235038,MEDILODGE OF GRAND RAPIDS,MI,1970-08,0
235039,MISSION POINT NSG & PHY REHAB CTR OF GRANDVILLE,MI,1970-08,26.48
235041,MACKINAC STRAITS LONG TERM CARE UNIT,MI,1970-08,5.45
235044,BAY COUNTY MEDICAL CARE FACILITY,MI,1970-08,0
235050,HAROLD AND GRACE UPJOHN COMMUNITY CARE CENTER,MI,1970-08,0
235052,ABERDEEN REHABILITATION AND SKILLED NURSING CENTER,MI,1970-08,63.8
235054,EVERGREEN MANOR SENIOR CARE CE,MI,1970-08,0
235056,HOYT NURSING & REHAB CENTRE,MI,1970-08,0
235057,MAJESTIC CARE OF LIVONIA,MI,1970-08,0
235058,LAPEER COUNTY MEDICAL CARE FAC,MI,1970-08,0
235062,GRANDVUE MEDICAL CARE FACILITY,MI,1970-08,12.59
235065,"SOUTH LYON SENIOR CARE AND REHAB CENTER, L L C",MI,1970-08,0
235067,PLEASANT VIEW SHIAWASSEE COUNTY MED CARE FAC,MI,1970-08,5.29
235069,PINECREST MEDICAL CARE FACILITY,MI,1970-08,18.06
235072,OAKVIEW MEDICAL CARE FACILITY,MI,1970-08,23.54
235074,MARLETTE COMM HOSP LTCU,MI,1970-08,0
235075,COREWELL HTLH GR HOSPS REHAB & NSG CTR-1226CEDARST,MI,1970-08,12.56
235076,NEWAYGO CO MEDICAL CARE FACILI,MI,1970-08,0
235088,GRAND TRAVERSE PAVILIONS,MI,1970-08,3.06
235089,TUSCOLA COUNTY MEDICAL CARE FACILITY,MI,1970-08,0
235094,SAMARITAS SENIOR LIVING CADILLAC,MI,1970-08,6.61
235102,"AMBASSADOR, A VILLA CENTER",MI,1970-08,5.01
235103,SKLD BELTLINE,MI,1970-08,3.34
235109,OPTALIS HEALTH AND REHABILITATION OF GROSSE POINTE,MI,1970-08,2.93
235113,"SAGINAW SENIOR CARE AND REHAB CENTER, L L C",MI,1970-08,0
235116,LAKE WOODS NURSING & REHABILITATION CENTER,MI,1970-08,0
235123,"DURAND SENIOR CARE AND REHAB CENTER, L L C",MI,1970-08,0
235132,MAJESTIC CARE OF FLUSHING,MI,1970-08,0
235139,AVISTA NURSING AND REHAB,MI,1970-08,0
235143,COREWELL HEALTH GREENVILLE HOSP REHAB & NSG CTR,MI,1970-08,0
235144,BAYSIDE VILLAGE,MI,1970-08,0
235147,SCHOOLCRAFT MEDICAL CARE FACILITY,MI,1970-08,0
235150,"HEALTHSOURCE SAGINAW, INC",MI,1970-08,0.91
235155,MARTHA T BERRY MCF,MI,1970-08,7.8
235157,SANILAC MEDICAL CARE FACILITY,MI,1970-08,0
235164,COREWELL HEALTH REHAB & NSG CTR - PINE RIDGE,MI,1970-08,0
235171,WELLBRIDGE OF GRAND BLANC,MI,1970-08,0
235174,MARSHALL NURSING AND REHABILITATION COMMUNITY,MI,1970-08,23.84
235175,MEDILODGE OF FRANKENMUTH,MI,1970-08,0
235176,REGENCY AT FREMONT,MI,1970-08,2.73
235177,HARTFORD NURSING & REHABILITATION CENTER,MI,1970-08,0
235179,CHRISTIAN PARK VILLAGE,MI,1970-08,0
235182,LYNWOOD MANOR HEALTHCARE CENTER,MI,1970-08,25.71
235184,BRIARWOOD NURSING AND REHAB,MI,1970-08,0
235187,MISSION POINT NSG PHY REHAB CTR OF MADISON HEIGHTS,MI,1970-08,0
235192,ASCENSION STANDISH HOSPITAL & SKILLED NURSING FAC,MI,1970-08,0
235197,HILLSDALE CO MEDICAL CARE FACI,MI,1970-08,0
235201,MUNSON HEALTHCARE CRAWFORD CONTINUING CARE CENTER,MI,1970-08,0
235205,COREWELL HEALTH REED CITY HOSP REHAB & NSG CTR,MI,1970-08,0
235206,SKLD WHITEHALL,MI,1970-08,12.47
235207,OAKPOINTE SENIOR CARE AND REHAB CENTER,MI,1970-08,0
235209,MEDILODGE OF LEELANAU,MI,1970-08,0
235213,ALLEGAN COUNTY MEDICAL CARE FACILITY,MI,1970-08,0
235214,MISSION POINT NSG & PHY REHAB CTR OF CLAWSON,MI,1970-08,0
235217,SKLD BLOOMFIELD HILLS,MI,1970-08,0
235223,GLACIER HILLS,MI,1970-08,0
235224,LENAWEE MEDICAL CARE FACILITY,MI,1970-08,0
235225,FOUNTAIN VIEW OF MONROE,MI,1970-08,0
235226,MEDILODGE OF GRAND BLANC,MI,1970-08,2.5
235228,CHERRY HILL FOR NURSING AND REHABILITATION,MI,1970-08,0
235232,SEACREST REHABILITATION AND NURSING CENTER,MI,1970-08,0
235234,HERITAGE MANOR NURSING AND REHAB CENTER,MI,1970-08,0
235236,BURCHAM HILLS RETIREMENT CTR,MI,1970-08,18.11
235237,CALHOUN COUNTY MEDICAL CARE FACILITY,MI,1970-08,0
235238,EVANGELICAL HOME - SALINE,MI,1970-08,0
235243,MEDILODGE OF GTC,MI,1970-08,0
235244,CHRISTIAN PARK HEALTH CARE CENTER,MI,1970-08,0
235245,BRITTANY MANOR,MI,1970-08,0
235248,FRIENDSHIP VILLAGE,MI,1970-08,0
235249,OPTALIS HEALTH AND REHABILITATION ST FRANCIS,MI,1970-08,0
235250,ADIRA NURSING AND REHAB,MI,1970-08,0
235252,LOURDES REHABILITATION AND HEALTHCARE CENTER,MI,1970-08,0
235253,LAURELS OF KENT (THE),MI,1970-08,0
235254,VISTA GRANDE VILLA,MI,1970-08,0
235256,DIMONDALE NURSING CARE CENTER,MI,1970-08,0
235257,IRON CO MEDICAL CARE FACILITY,MI,1970-08,14.46
235259,MISSION POINT NSG & PHY REHAB CTR OF WARREN,MI,1970-08,0
235260,REGENCY AT WATERFORD,MI,1970-08,0
235261,SKLD LEONARD,MI,1970-08,8.51
235262,WEST HICKORY HAVEN,MI,1970-08,0
235263,MEDILODGE OF STERLING HEIGHTS,MI,1970-08,0
235264,ELY MANOR,MI,1970-08,22.42
235266,THE ORCHARDS AT SOUTHGATE,MI,1970-08,0
235267,OPTALIS HEALTH AND REHABILITATION OF KINGSFORD,MI,1970-08,13.59
235269,WELLSPRING LUTHERAN SERVICES,MI,1970-08,7.73
235270,SOUTH HAVEN NURSING AND REHABILITATION COMMUNITY,MI,1970-08,0
235274,WELLSPRING LUTHERAN  NURSING AND REHAB SERVICES,MI,1970-08,0
235279,"HOLT SENIOR CARE AND REHAB CENTER, L L C",MI,1970-08,0
235280,MEDILODGE OF ALPENA,MI,1970-08,0
235281,CLEARSTREAM REHABILITATION AND NURSING CENTER,MI,1970-08,37.77
235282,MEDILODGE OF KALAMAZOO,MI,1970-08,0
235283,MEDILODGE OF EAST LANSING,MI,1970-08,0
235284,MEDILODGE OF MIDLAND,MI,1970-08,0
235285,MEDILODGE OF LANSING,MI,1970-08,0
235286,MEDILODGE OF CASS CITY,MI,1970-08,0
235287,ADRIAN BAY REHAB AND NURSING CENTER,MI,1970-08,0
235288,MARVIN & BETTY DANTO HEALTH CARE CENTER,MI,1970-08,0
235289,VILLA AT BORGESS PLACE,MI,1970-08,21.43
235290,MISSION POINT NSG & PHY REHAB CTR OF GREENVILLE,MI,1970-08,0
235292,MEDILODGE OF SAULT STE MARIE,MI,1970-08,0
235293,MEDILODGE OF FARMINGTON,MI,1970-08,0
235294,MISSION POINT NSG & PHY REHAB CTR OF CEDAR SPRINGS,MI,1970-08,0
235295,LAKEVIEW EXTENDED CARE AND REHAB,MI,1970-08,0
235296,MEDILODGE OF SOUTHFIELD,MI,1970-08,1.5
235297,RIVERGATE HEALTH CARE CENTER,MI,1970-08,0
235298,"FATHER MURRAY, A VILLA CENTER",MI,1970-08,0
235299,LAURELS OF BEDFORD (THE),MI,1970-08,0
235300,MEDILODGE OF TAYLOR,MI,1970-08,0
235302,"LAURELS OF COLDWATER,THE",MI,1970-08,0
