PROVIDER_ID,PROVIDER_NAME,STATE,BASELINE_READMISSION_RATE,PERFORMANCE_READMISSION_RATE
056177,DOUBLE TREE POST ACUTE CARE CENTER,CA,0.17913,0.19487
676095,WEST OAKS NURSING AND REHABILITATION CENTER,TX,0.20821,0.19487
366298,"ALTERCARE OF NOBLES POND, INC",OH,0.17909,0.19489
215113,CREEKSIDE CENTER FOR REHABILITATION AND NURSING,MD,0.15996,0.19489
315350,NORTH CAPE CENTER,NJ,0.18337,0.1949
105683,LABELLE HEALTH AND REHABILITATION CENTER,FL,0.16805,0.19492
155858,"RESTORACY OF WHITESTOWN, THE",IN,,0.19492
255280,CAMELLIA ESTATES,MS,0.24732,0.19493
105052,SEASIDE HEALTH AND REHABILITATION CENTER,FL,0.185,0.19493
366275,NORTHFIELD VILLAGE RETIREMENT COMMUNITY,OH,0.22478,0.19495
495287,"HAMPTON HEALTH & REHAB CENTER, LLC",VA,0.21151,0.19495
375388,"MIAMI NURSING CENTER, LLC",OK,0.17549,0.19496
245513,"LAKE RIDGE CARE CENTER OF BUFFALO, INC.",MN,0.19819,0.19498
055280,CENTRAL GARDENS POST ACUTE,CA,0.21164,0.19498
245432,GRACEPOINTE CROSSING GABLES,MN,0.18334,0.19499
345049,RALEIGH REHABILITATION CENTER,NC,0.19091,0.195
065245,COLUMBINE WEST HEALTH & REHAB FACILITY,CO,0.20168,0.195
245182,THE VILLAS AT ST LOUIS PARK,MN,0.17368,0.19501
675671,GARDEN TERRACE ALZHEIMER'S CENTER OF EXCELLENCE,TX,0.24812,0.19502
185382,COUNTRYSIDE CENTER FOR REHABILITATION AND NURSING,KY,0.19605,0.19502
495403,LAKEWOOD MANOR,VA,0.17568,0.19502
366338,NATIONAL CHURCH RESIDENCES CHILLICOTHE,OH,0.19947,0.19503
365744,ROSELAWN MANOR,OH,0.19808,0.19503
676423,THE HALLMARK,TX,0.20127,0.19503
235658,REGENCY AT BLUFFS PARK,MI,0.20884,0.19504
055039,GOOD SAMARITAN REHAB AND CARE CENTER,CA,0.18255,0.19504
146000,APERION CARE FAIRFIELD,IL,0.19312,0.19505
155772,COBBLESTONE CROSSINGS HEALTH CAMPUS,IN,0.21396,0.19505
525389,NORTH RIDGE HEALTH AND REHABILITATION CENTER,WI,0.19767,0.19505
375542,ATOKA MANOR,OK,,0.19506
195310,MANY HEALTHCARE AND REHABILITATION CENTER,LA,0.19103,0.19507
235453,FRASER VILLA,MI,0.17561,0.19508
395403,NEWPORT MEADOWS HEALTH AND REHABILITATION CENTER,PA,0.21679,0.19508
175163,SOUTHWEST MEDICAL CENTER SNF,KS,0.19379,0.19509
335459,WESTCHESTER CENTER FOR REHABILITATION & NURSING,NY,0.22394,0.19509
245342,THE ESTATES AT GREELEY LLC,MN,0.20062,0.1951
145183,GOLDWATER CARE DANVILLE,IL,0.22783,0.1951
555163,SHORELINE CARE CENTER,CA,0.19039,0.19511
495312,JOHNSON CNTR/FALCONS LANDING,VA,0.2234,0.19511
676178,DUNCANVILLE HEALTHCARE AND REHABILITATION CENTER,TX,0.2084,0.19511
155291,EAGLE VALLEY MEADOWS,IN,0.18161,0.19512
555343,SARATOGA RETIREMENT COMMUNITY HEALTH CENTER,CA,0.19295,0.19512
335668,KIRKHAVEN,NY,0.20594,0.19513
105777,DAVENPORT NURSING AND REHAB CENTER,FL,0.20597,0.19513
676407,PUREHEALTH TRANSITIONAL CARE AT THR ARLINGTON,TX,0.16944,0.19513
106036,GROVE HEALTHCARE AND REHABILITATION CENTER AND REH,FL,0.21041,0.19513
335766,GHENT REHABILITATION & NURSING CENTER,NY,0.21222,0.19513
455690,PARKS HEALTH CENTER,TX,0.20056,0.19514
445210,HUNTINGDON HEALTH & REHABILITATION CENTER,TN,0.18302,0.19515
395433,EMBASSY OF TUNKHANNOCK,PA,0.20677,0.19515
335415,"LAWRENCE NURSING CARE CENTER, INC",NY,,0.19515
365952,RIDGEWOOD MANOR,OH,,0.19516
285127,AMBASSADOR HEALTH OF OMAHA,NE,0.18683,0.19517
676089,WINNIE L LTC PARTNERS INC,TX,0.20094,0.19517
425104,PRUITTHEALTH- BAMBERG,SC,0.18894,0.19519
165524,BETHANY LUTHERAN HOME,IA,0.19464,0.19519
255287,PASS CHRISTIAN HEALTH AND REHABILIATION CENTER,MS,0.20177,0.19519
165226,MANLY SPECIALTY CARE,IA,,0.1952
335497,TRUSTEES OF EASTERN STAR HALL & HOME OF THE N Y S,NY,0.20269,0.19521
525380,SUN PRAIRIE SENIOR LIVING,WI,,0.19521
366088,AUSTINBURG NSG AND  REHAB CTR,OH,0.18297,0.19521
075318,POMPERAUG WOODS HEALTH CENTER,CT,0.20246,0.19522
056113,ALEXANDRIA CARE CENTER,CA,0.18847,0.19523
175207,SUNPORCH OF DODGE CITY,KS,0.1886,0.19523
185008,OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL LTC,KY,0.17266,0.19524
215268,PLEASANT VIEW HEALTHCARE CENTER,MD,0.20482,0.19525
185213,WOLFE COUNTY HEALTH AND REHABILITATION CENTER,KY,0.19834,0.19525
675889,PLEASANT MANOR HEALTHCARE REHABILITATION,TX,0.18554,0.19526
255112,PLEASANT HILLS COM LIV CENTER,MS,0.19002,0.19526
555490,MEADOWOOD NURSING CENTER,CA,0.18341,0.19526
425173,PRUITTHEALTH- CONWAY AT CONWAY MEDICAL CENTER,SC,0.1853,0.19526
055141,RAMONA NURSING AND REHABILITATION CENTER,CA,0.21407,0.19527
105476,LEGACY AT BOCA RATON REHABILITATION AND NURSING CE,FL,0.20069,0.19527
155687,BRICKYARD HEALTHCARE - MUNCIE CARE CENTER,IN,0.19509,0.19527
145994,INVERNESS REHAB,IL,0.2166,0.19527
525449,MEADOWBROOK AT OCONTO FALLS,WI,0.18365,0.19527
055129,GRAND TERRACE HEALTH CARE CENTER,CA,0.21745,0.19528
145853,CENTRAL BAPTIST VILLAGE,IL,0.16192,0.19528
155806,WELLBROOKE OF WABASH,IN,0.18426,0.19528
315357,ALARIS HEALTH AT CEDAR GROVE,NJ,0.20689,0.19528
555566,CORONA POST ACUTE CENTER,CA,0.20785,0.19528
366027,ALTERCARE OF HARTVILLE CTR FOR,OH,0.18452,0.19529
555153,FAIR OAKS HEALTHCARE CENTER,CA,0.23083,0.19529
445525,NHC PLACE AT THE TRACE,TN,0.19274,0.19529
165399,REGENCY CARE CENTER,IA,0.21891,0.1953
555323,AVIARA HEALTHCARE CENTER,CA,0.18712,0.19531
055952,"TORRANCE CARE CENTER WEST, INC",CA,0.15181,0.19531
056345,SAN LEANDRO HEALTHCARE CENTER,CA,0.22853,0.19532
145415,IRVING PARK LIVING & REHAB CTR,IL,0.1898,0.19532
675001,THE WOODLANDS,TX,0.19588,0.19533
185288,ESSEX NURSING AND REHABILITATION CENTER,KY,0.20482,0.19534
505217,AVAMERE REHABILITATION AT RIDGEMONT,WA,0.17374,0.19534
245164,THE VILLAS AT NEW BRIGHTON,MN,0.22158,0.19535
345357,PRUITTHEALTH-NEUSE,NC,0.17932,0.19535
105508,EAST RIDGE RETIREMENT VILLAGE INC,FL,0.21813,0.19537
385187,CASCADE TERRACE POST ACUTE,OR,0.19367,0.19537
225306,MT GREYLOCK EXTENDED CARE FACILITY,MA,0.16723,0.19538
395484,KADIMA REHABILITATION & NURSING AT LUZERNE,PA,0.20453,0.19538
145208,"PAVILION OF BRIDGEVIEW, THE",IL,0.17822,0.19538
056155,OAKDALE NURSING AND REHABILITATION CENTER,CA,0.17571,0.19538
525019,"DEERFIELD CARE CENTER, LLC",WI,0.19045,0.19539
345457,BELAIRE HEALTH CARE CENTER,NC,0.21611,0.1954
155761,BROWNSBURG MEADOWS,IN,0.17808,0.1954
335046,NORTHERN MANOR GERIATRIC CENTER INC,NY,0.17577,0.19541
345553,AUTUMN CARE OF FAYETTEVILLE,NC,0.20549,0.19541
106140,PRUITTHEALTH - SOUTHWOOD,FL,,0.19542
425175,PHYSICAL REHABILITATION AND WELLNESS CENTER OF SPA,SC,0.19794,0.19542
515065,MOUNTAIN VIEW CARE CENTER,WV,0.18652,0.19543
505434,LYNNWOOD POST ACUTE REHABILITATION CENTER,WA,0.18667,0.19545
185360,GALLATIN NURSING & REHAB,KY,0.17721,0.19545
035216,CARING HOUSE,AZ,0.20608,0.19545
395480,MAHONING VALLEY NURSING AND RE,PA,0.20101,0.19545
285150,CREST VIEW CARE CENTER,NE,,0.19545
225483,BROOKSIDE REHABILITATION AND HEALTHCARE CENTER,MA,0.2133,0.19545
075244,AVON HEALTH CENTER,CT,0.16674,0.19546
225360,POET'S SEAT HEALTHCARE CENTER,MA,0.19881,0.19547
495321,HERITAGE HALL LEXINGTON,VA,0.22763,0.19547
265590,MONROE MANOR,MO,0.20331,0.19548
366403,BATH CREEK ESTATES,OH,0.22184,0.19548
106025,LIFE CARE CENTER OF SARASOTA,FL,0.21508,0.19548
555791,THE GARDENS HEALTHCARE CENTER,CA,0.17463,0.19548
395251,SHADYSIDE SKILLED NURSING AND REHABILITATION CTR,PA,0.18297,0.19548
335386,THE GRAND REHABILITATION AND NURSING AT MOHAWK,NY,0.16534,0.19549
245350,ST BENEDICTS CARE CENTER,MN,0.16993,0.19549
065233,HALLMARK NURSING CENTER,CO,0.20264,0.19549
165251,RAVENWOOD SPECIALTY CARE,IA,0.2087,0.1955
505355,AUBURN POST ACUTE,WA,0.17351,0.1955
675948,PARK PLACE MANOR,TX,0.18049,0.1955
315226,HUNTERDON CARE CENTER,NJ,0.15878,0.19551
115265,HARBORVIEW SATILLA,GA,0.22116,0.19551
185152,SOMERWOODS NURSING AND REHABILITATION CENTER,KY,0.20326,0.19551
145804,OAK TRACE,IL,0.22039,0.19552
255276,THE MADISON HEALTH AND REHAB,MS,0.21863,0.19553
675434,SILVER PINES NURSING AND REHABILITATION CENTER,TX,0.19267,0.19554
315262,HARROGATE,NJ,0.22035,0.19554
175383,WESLEY TOWERS INC,KS,0.18108,0.19554
115330,DELMAR GARDENS OF SMYRNA,GA,0.19466,0.19555
115705,"OAKS - BETHANY SKILLED NURSING, THE",GA,0.18763,0.19555
395585,TRANSITIONS HEALTHCARE NORTH HUNTINGDON,PA,0.19297,0.19555
396024,WESTON REHABILITATION & NURSING CENTER,PA,,0.19555
015373,HENRY COUNTY HEALTH AND REHABILITATION FACILITY,AL,0.19417,0.19556
365101,SPRING CREEK NURSING AND REHABILITATION CENTER LLC,OH,0.1988,0.19556
675317,DEERINGS NURSING AND REHABILITATION LP,TX,0.22466,0.19557
215134,HARTLEY NURSING AND REHAB,MD,0.19599,0.19558
185222,GOOD SHEPHERD HEALTH AND REHABILITATION,KY,0.2653,0.19558
395705,HEMPFIELD MANOR,PA,0.21994,0.19559
315225,RIVER FRONT REHABILITATION AND HEALTHCARE CENTER,NJ,0.2153,0.1956
225732,LIFE CARE CENTER OF STONEHAM,MA,0.19643,0.1956
365976,PROVIDENCE CARE CENTER,OH,0.19829,0.19561
056169,ALAMITOS WEST HEALTH & REHABILITATION,CA,0.20223,0.19561
075011,"WINDSOR HEALTH AND REHABILITATION CENTER, LLC",CT,0.18214,0.19561
366176,LIFE CARE CENTER OF ELYRIA,OH,0.18805,0.19562
366428,O'NEILL HEALTHCARE FAIRVIEW PARK,OH,0.19092,0.19563
395333,ROBERT PACKER HOSPITAL SKILLED CARE AND REHABILIT,PA,0.18986,0.19563
265531,HERITAGE NURSING CENTER-SKILLED NURS BY AMERICARE,MO,0.18077,0.19564
146019,WABASH SENIOR LIVING & REHAB,IL,0.21344,0.19565
155699,ENVIVE OF HARTFORD CITY,IN,,0.19565
175499,THE VILLAGE AT MISSION,KS,0.22214,0.19566
235378,RESTHAVEN CARE CENTER,MI,0.17642,0.19567
495330,GREENBRIER REGIONAL MEDICAL CENTER,VA,0.20713,0.19567
455485,PETAL HILL NURSING & REHABILITATION CENTER,TX,0.20158,0.19567
155280,"WATERS OF DILLSBORO-ROSS MANOR, THE",IN,0.20982,0.19567
495404,THE GLEBE,VA,0.21501,0.19567
056170,EXCELL HEALTH CARE CENTER,CA,0.19257,0.19567
676132,TRAIL LAKE NURSING & REHABILITATION,TX,0.20839,0.19568
115270,PERIMETER REHABILITATION SUITES BY HARBORVIEW,GA,0.21552,0.19569
455761,MISSION NURSING & REHABILITATION CENTER,TX,0.2143,0.19571
366194,BENNINGTON GLEN NURSING & REHA,OH,0.1915,0.19571
365444,HILL VIEW RETIREMENT CENTER,OH,0.15812,0.19571
555060,WINDSOR THE RIDGE REHABILITATION CENTER,CA,0.18362,0.19572
675968,STONE OAK CARE CENTER,TX,0.20611,0.19572
145400,WESTMINSTER VILLAGE,IL,0.21167,0.19572
045383,WALDRON NURSING AND REHAB OF WALDRON,AR,0.17891,0.19573
185304,PRESTONSBURG HEALTH CARE CENTER,KY,0.21922,0.19573
445316,HILLCREST HEALTHCARE CENTER,TN,0.23686,0.19573
255264,LONGWOOD COMM LIVING CENTER,MS,0.1946,0.19573
465117,SOUTH OGDEN POST ACUTE,UT,0.17693,0.19574
106125,ADVENTHEALTH DADE CITY,FL,,0.19576
225225,SOUTHEAST HEALTH CARE CENTER,MA,0.18301,0.19576
555337,CITRUS HEIGHTS POST ACUTE,CA,0.21576,0.19576
345111,PENICK VILLAGE,NC,0.20601,0.19577
075418,AUTUMN LAKE HEALTHCARE AT BUCKS HILL,CT,0.21819,0.19577
425324,NHC HEALTHCARE - GARDEN CITY,SC,0.21633,0.19578
245348,THE ESTATES AT RUSH CITY LLC,MN,,0.19578
345569,SPRINGBROOK NURSING & REHABILITATION  CENTER,NC,0.21646,0.1958
335079,GOLD CREST CARE CENTER,NY,0.2454,0.19581
265553,STONEBRIDGE MARBLE HILL,MO,0.19637,0.19581
055612,FEATHER RIVER CARE CENTER,CA,0.20815,0.19581
315190,LEISURE CHATEAU REHABILITATION,NJ,0.26037,0.19582
395326,"ZERBE SISTERS NURSING CENTER,",PA,0.17793,0.19582
315328,MAPLE GLEN CENTER,NJ,0.19383,0.19583
055617,PASADENA GROVE HEALTH CENTER,CA,0.21451,0.19583
045216,TWIN RIVERS REHABILITATION AND HEALTHCARE CENTER,AR,0.17992,0.19584
115291,HARBORVIEW HEALTH CENTER OF AUGUSTA,GA,0.20452,0.19584
435045,GOOD SAMARITAN SOCIETY SIOUX FALLS VILLAGE,SD,0.19593,0.19584
105654,WESTCHESTER GARDENS HEALTH & REHABILITATION,FL,0.18356,0.19585
676203,ROLLING MEADOWS,TX,0.18832,0.19585
676267,BRODIE RANCH NURSING AND REHABILITATION CENTER,TX,0.1969,0.19586
056103,CROWN BAY NURSING AND REHABILITATION CENTER,CA,0.20453,0.19587
345329,GATEWAY REHABILITATION AND HEALTHCARE,NC,0.19004,0.19587
555186,LINCOLN SQUARE POST ACUTE CARE,CA,0.1946,0.19588
345291,UNIVERSAL HEALTH CARE/OXFORD,NC,0.19975,0.19588
335758,LONG ISLAND STATE VETERANS HOME,NY,0.16941,0.19589
505403,BETHANY AT SILVER LAKE,WA,0.17406,0.1959
105616,CARRINGTON PLACE OF ST PETE,FL,0.21235,0.19591
245574,SHOLOM HOME WEST,MN,0.19035,0.19591
325131,SPANISH TRAILS REHABILITATION SUITES,NM,0.19976,0.19591
055670,BROADWAY MANOR CARE CENTER,CA,0.24015,0.19591
215108,DOCTORS COMMUNITY REHABILITATION AND PATIENT CARE,MD,0.16537,0.19593
505096,LINDEN POST ACUTE,WA,0.17626,0.19594
105659,LAKE WORTH REHABILITATION CENTER,FL,0.22106,0.19595
195573,CAMELOT REHABILITATION AT MAGNOLIA PARK,LA,0.20574,0.19596
265481,PIN OAKS LIVING CENTER,MO,0.18238,0.19596
365745,SWANTON VALLEY REHABILITATION AND HEALTHCARE CENTE,OH,,0.19596
396090,PRESTON RESIDENCE,PA,0.18926,0.19597
366380,INDIANSPRING OF OAKLEY,OH,0.19128,0.19597
146148,HICKORY POINT CHRISTIAN VILLAGE,IL,0.19264,0.19597
075345,APPLE REHAB COCCOMO,CT,0.2178,0.19597
555889,MOUNTAIN MANOR SENIOR RESIDENCE,CA,0.21141,0.19597
375510,LAWTON POST ACUTE & REHAB,OK,0.1984,0.19597
145850,CITY VIEW MULTICARE CENTER,IL,0.18724,0.19597
675818,PARK MANOR OF CYFAIR,TX,0.2219,0.19598
225288,CARE ONE AT LEXINGTON,MA,0.21452,0.19598
315435,FAMILY OF CARING HEALTHCARE AT MONTCLAIR,NJ,0.1824,0.19599
495196,AUTUMN CARE OF ALTAVISTA,VA,0.18504,0.196
135143,SERENITY HEALTHCARE,ID,0.19308,0.196
495407,FALLS RUN NURSING AND REHABILITATION,VA,0.19762,0.19601
365576,LEGACY CHILLICOTHE,OH,0.19512,0.19601
245233,SAINT ANNE EXTENDED HEALTHCARE,MN,0.18965,0.19601
145729,CARLYLE HEALTHCARE & SR LIVING,IL,0.1779,0.19601
115452,PRUITTHEALTH - SHEPHERD HILLS,GA,0.19217,0.19602
445239,LIFE CARE CENTER OF MORGAN COUNTY,TN,0.18955,0.19602
335747,"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",NY,0.17734,0.19602
265289,COX MEDICAL CENTERS MEYER ORTHOPEDIC AND REHAB,MO,0.20677,0.19603
345410,CENTRAL CONTINUING CARE,NC,0.21134,0.19604
366455,MENTOR RIDGE HEALTH AND REHABILITATION,OH,0.21166,0.19605
555826,"THE REDWOODS, A COMMUNITY OF SENIORS",CA,0.18861,0.19605
155299,MILLER'S MERRY MANOR,IN,0.21124,0.19606
265345,LIFE CARE CENTER OF BRIDGETON,MO,0.20558,0.19606
415078,RESPIRATORY AND REHABILITATION CENTER OF RI,RI,0.18408,0.19607
345515,PRUITTHEALTH-TOWN CENTER,NC,0.16432,0.19607
675842,MI CASITA NURSING AND REHABILITATION CENTER,TX,,0.19607
495357,OUR LADY OF THE VALLEY,VA,0.21183,0.19608
185287,HARRODSBURG HEALTH & REHABILITATION CENTER,KY,0.2247,0.19609
495252,BATTLEFIELD PARK HEALTHCARE CENTER,VA,0.17087,0.1961
415119,BERKSHIRE PLACE,RI,0.2068,0.19611
185409,CRESTVIEW HEALTHCARE AND REHABILITATION,KY,0.19135,0.19612
365945,CRYSTAL CARE CENTER OF MANSFIE,OH,0.22456,0.19612
145772,ODD FELLOW-REBEKAH HOME,IL,0.24513,0.19612
225430,ST PATRICK'S MANOR,MA,0.20462,0.19612
015066,"TERRACE MANOR NURSING & REHABILITATION CENTER, INC",AL,0.21622,0.19612
115611,VISTA PARK HEALTH AND REHABILITATION,GA,0.26554,0.19612
085054,CADIA REHABILITATION PIKE CREEK,DE,0.20684,0.19612
315072,HEATH VILLAGE,NJ,0.20603,0.19613
075354,SAINT JOHN PAUL II CENTER,CT,0.19549,0.19613
075383,SEABURY,CT,0.16873,0.19613
235522,HILLCREST NURSING AND REHABILITATION COMMUNITY,MI,0.18186,0.19614
235245,BRITTANY MANOR,MI,0.20544,0.19615
195385,J. MICHAEL MORROW MEMORIAL NURSING  HOME,LA,0.16493,0.19615
445423,AHC VANAYER,TN,0.20331,0.19616
185236,CHAUTAUQUA HEALTH AND REHABILITATION,KY,0.1977,0.19616
045350,NIGHTINGALE AT ARKADELPHIA,AR,0.18385,0.19616
315516,ADVANCED SUBACUTE REHABILITATION CENTER AT SEWELL,NJ,0.21064,0.19617
225227,FITCHBURG REHABILITATION AND NURSING CENTER,MA,0.20302,0.19617
395224,HAMILTON ARMS CENTER,PA,0.1945,0.19618
105237,WEST BROWARD REHABILITATION AND HEALTHCARE,FL,0.20947,0.19619
105315,ST AUGUSTINE HEALTH AND REHABILITATION CENTER,FL,0.19638,0.19619
345250,THE GREENS AT LINCOLNTON,NC,0.19566,0.19619
245452,EPISCOPAL CHURCH HOME OF MINNESOTA,MN,0.18718,0.1962
525376,UPLAND HILLS NURSING AND REHAB,WI,0.19068,0.1962
515087,CEDAR RIDGE CENTER,WV,0.22489,0.1962
255218,TISHOMINGO MANOR,MS,0.22329,0.1962
165528,ACCURA HEALTHCARE OF SPIRIT LAKE,IA,0.20837,0.1962
395341,ELK HAVEN NURSING HOME,PA,0.20469,0.1962
555426,FRESNO POSTACUTE CARE,CA,0.20465,0.19621
365758,PARMA CARE CENTER,OH,0.1883,0.19621
525307,EDENBROOK OF GREEN BAY,WI,,0.19621
055761,ENCINITAS NURSING AND REHABILITATION CENTER,CA,0.21732,0.19622
395594,OIL CITY HEALTHCARE AND REHABILITATION CENTER,PA,0.19842,0.19623
065230,SOUTH VALLEY POST ACUTE REHABILITATION,CO,0.198,0.19624
525639,ST ELIZABETH NURSING HOME,WI,0.1926,0.19624
515052,MERCER HEALTHCARE CENTER,WV,0.19178,0.19625
345528,RIVER LANDING AT SANDY RIDGE,NC,0.18286,0.19625
515147,HIDDEN VALLEY CENTER,WV,0.18286,0.19626
035154,PROVIDENCE PLACE AT GLENCROFT,AZ,0.21074,0.19626
145708,COUNTRY HEALTH,IL,0.21884,0.19626
235228,CHERRY HILL FOR NURSING AND REHABILITATION,MI,0.23531,0.19626
366104,SALEM NORTH HEALTHCARE CENTER,OH,,0.19626
375415,MONROE MANOR,OK,0.18231,0.19627
115714,NORTHRIDGE HEALTH AND REHABILITATION,GA,0.1676,0.19627
555654,PRESBYTERIAN INTERCOMM HOSP DP/SNF,CA,0.20359,0.19628
675819,PARK MANOR OF SOUTH BELT,TX,0.17863,0.19628
676019,LAMPSTAND NURSING AND REHABILITATION,TX,0.22144,0.19629
245407,ST JOHN LUTHERAN HOME,MN,,0.19629
255339,CHOCTAW RESIDENTIAL CENTER,MS,0.18945,0.19629
375241,ROLLING HILLS CARE CENTER,OK,0.23775,0.19629
375577,SENIOR VILLAGE HEALTHCARE,OK,,0.19629
175402,BETHEL HEALTH CARE CENTER,KS,,0.1963
676432,CEDAR POINTE HEALTH AND WELLNESS CENTER,TX,0.18838,0.1963
525642,HOPE HEALTH AND REHAB,WI,,0.19631
395644,MID-VALLEY HEALTH CARE CENTER,PA,0.18906,0.19632
235157,SANILAC MEDICAL CARE FACILITY,MI,0.19776,0.19632
265699,BEAUVAIS REHAB AND HEALTHCARE CENTER,MO,0.18752,0.19633
056380,"LOS FELIZ HEALTHCARE & WELLNESS CENTER, LP",CA,0.1992,0.19633
265605,FORSYTH CARE CENTER,MO,0.21036,0.19633
396074,ALLIED SERVICES SKILLED NURSING CENTER,PA,0.21145,0.19634
555099,LAKEWOOD HEALTHCARE CENTER,CA,0.22699,0.19634
265654,FOUNTAINBLEAU NURSING CENTER,MO,0.19271,0.19635
165227,BIRKWOOD VILLAGE OF FORT MADISON,IA,0.19226,0.19635
115515,ROSS MEMORIAL HEALTH CARE CTR,GA,0.21534,0.19635
525421,LINDENGROVE MENOMONEE FALLS,WI,0.19841,0.19636
345247,VALLEY NURSING CENTER,NC,0.19586,0.19636
395402,POTTSTOWN SKILLED NURSING AND REHABILITATION CENTE,PA,0.20587,0.19636
035280,SANTE OF MESA,AZ,0.16454,0.19637
675754,TRAYMORE NURSING CENTER,TX,0.23087,0.19637
525653,VIRGINIA HIGHLANDS CARE AND REHAB LLC,WI,0.19331,0.19638
105172,FOUNTAIN MANOR HEALTH & REHABILITATION CENTER,FL,0.1797,0.19639
035257,THE PEAKS HEALTH & REHABILITATION,AZ,0.17557,0.19639
145910,CALHOUN NURSING & REHAB CENTER,IL,0.17478,0.1964
255116,LAKELAND NURSING AND REHABILITATION CENTER LLC,MS,0.21951,0.19641
155576,WATERS OF HARTFORD CITY SKILLED NURSING FACILITY,IN,0.17699,0.19641
365894,"MCV HEALTH CARE FACILITIES, INC",OH,0.18496,0.19642
335510,FOLTSBROOK CENTER FOR NURSING AND REHABILITATION,NY,0.19113,0.19642
675666,BRIARCLIFF HEALTH CENTER OF GREENVILLE,TX,0.20817,0.19642
255092,COASTAL HEALTH AND REHABILITATION CENTER,MS,0.22342,0.19643
345155,ALPINE HEALTH AND REHABILITATION OF ASHEBORO,NC,0.18695,0.19643
365185,PARK CENTER HEALTHCARE AND REHABILITATION,OH,,0.19643
155674,ST CHARLES HEALTH CAMPUS,IN,0.16874,0.19644
525479,DOVE HEALTHCARE - BLOOMER,WI,0.20313,0.19646
145796,BALMORAL HOME,IL,0.26343,0.19646
105756,LIFE CARE CENTER OF HILLIARD,FL,0.18762,0.19646
155782,WHITE OAK HEALTH CAMPUS,IN,0.17375,0.19646
045443,RANDOLPH COUNTY NURSING HOME,AR,0.2341,0.19646
745006,FIVE POINTS NURSING AND REHABILITATION,TX,,0.19647
245320,WOODLYN HEIGHTS HEALTHCARE CENTER,MN,0.19272,0.19647
366406,LAKES OF MONCLOVA HEALTH CAMPUS THE,OH,0.2044,0.19647
345321,KERR LAKE NURSING AND REHABILITATION CENTER,NC,0.20464,0.19648
056389,VALE HEALTHCARE CENTER,CA,0.17209,0.19648
015137,ALICEVILLE MANOR NURSING HOME,AL,0.20213,0.19648
676021,CLAREWOOD HOUSE EXTENDED CARE CENTER,TX,0.20331,0.19649
225229,MAPLEWOOD CENTER,MA,0.23508,0.19649
555071,SUNNYVIEW CARE CENTER,CA,0.21645,0.1965
295073,ROYAL SPRINGS HEALTHCARE AND REHAB,NV,0.19478,0.1965
235379,MEDILODGE OF TAWAS CITY,MI,0.17123,0.1965
115719,PRUITTHEALTH - ROME,GA,0.20312,0.19651
056186,CENTINELA GRAND INC,CA,0.18363,0.19652
676099,THE ARBOUR AT WESTMINSTER MANOR,TX,0.19948,0.19653
015034,"HUNTER CREEK HEALTH AND REHABILITATION, LLC",AL,0.2204,0.19654
495337,AUGUST HEALTHCARE AT LEEWOOD,VA,0.16347,0.19655
245307,CORNERSTONE NSG & REHAB CENTER,MN,0.21531,0.19655
676101,RIDGMAR MEDICAL LODGE,TX,0.19306,0.19655
445285,REELFOOT MANOR HEALTH AND REHAB,TN,0.19496,0.19656
056121,WASHINGTON CENTER,CA,0.20356,0.19656
185207,MAYSVILLE NURSING AND REHABILITATION FACILITY,KY,0.18424,0.19657
255228,DELTA REHABILITATION AND HEALTHCARE CENTER,MS,0.18584,0.19657
175154,LEXINGTON PARK NURSING & POST ACUTE CENTER,KS,0.25003,0.19657
195412,"AUTUMN LEAVES NURSING AND REHAB CTR, LLC",LA,0.23402,0.19658
115733,GLEN EAGLE HEALTHCARE AND REHAB,GA,,0.19658
675991,PARK MANOR OF HUMBLE,TX,0.19889,0.19659
395092,MEADOW VIEW REHABILITATION & HEALTHCARE CENTER,PA,0.20329,0.19659
145439,ACCOLADE HEALTHCARE OF SAVOY,IL,0.20421,0.1966
345196,MOUNTAIN VISTA HEALTH PARK,NC,0.19606,0.1966
265690,LUTHER MANOR RETIREMENT & NURSING CENTER,MO,0.20815,0.1966
365358,OHIO LIVING MOUNT PLEASANT,OH,0.20378,0.19661
525179,MANOR OF KENOSHA (THE),WI,0.22541,0.19661
215198,WILLIAMSPORT NURSING HOME,MD,0.17538,0.19662
366408,ATLANTES THE,OH,0.18945,0.19662
335844,THE KNOLLS,NY,0.19946,0.19662
265768,"BISHOP SPENCER PLACE, INC, THE",MO,0.20051,0.19663
195496,ROSEVIEW NURSING AND REHABILITATION CENTER,LA,0.23564,0.19663
015206,DECATUR HEALTH & REHAB CENTER,AL,0.20856,0.19663
015174,COOSA VALLEY HEALTH AND REHAB,AL,0.18969,0.19664
055664,YORK HEALTHCARE & WELLNESS CENTRE,CA,0.19582,0.19664
185248,SAYRE CHRISTIAN VILLAGE NURSING HOME,KY,0.20876,0.19664
495431,BEREA HEALTH & REHAB CENTER,VA,,0.19665
185164,BARBOURVILLE HEALTH AND REHABILITATION CENTER,KY,0.21761,0.19665
175238,LOUISBURG HEALTHCARE & REHAB CENTER,KS,0.18056,0.19665
525663,AUTUMN LAKE HEALTHCARE AT BELOIT,WI,0.18711,0.19666
