PROVIDER_ID,PROVIDER_NAME,STATE,TOTAL_EMPLOYEE_HOURS,TOTAL_CONTRACTOR_HOURS,PERM_TO_CONTRACT_RATIO
365393,AYDEN HEALTHCARE OF JACKSON,OH,205.19,0,
105658,SOLARIS HEALTHCARE LAKE ZEPHYR,FL,420.25,0,
055042,ALTA VISTA HEALTHCARE & WELLNESS CENTRE,CA,382.03,0,
105519,NSPIRE HEALTHCARE PLANTATION,FL,335.7,0,
365754,MAJESTIC CARE OF COLUMBUS LLC,OH,231.01,0,
235369,MARWOOD MANOR NURSING HOME,MI,756.85,0,
265509,SOUTH COUNTY NURSING HOME INC,MO,137.75,0,
285305,BROOKESTONE GARDENS,NE,317.11,0,
305085,LANGDON PLACE OF KEENE,NH,133.35,0,
115771,CAMBRIDGE POST ACUTE CARE CENTER,GA,456.4,0,
175399,CHENEY GOLDEN AGE HOME,KS,137.46,0,
146181,AVONDALE ESTATES OF ELGIN,IL,344.75,0,
555114,DRIFTWOOD HEALTHCARE CENTER,CA,321.7,0,
415066,CRA-MAR MEADOWS,RI,105.75,0,
375416,FIRST SHAMROCK CARE CENTER,OK,151.9,0,
295063,BATTLE MOUNTAIN GENERAL HOSPITAL,NV,0,0,
676071,GROESBECK LTC PARTNERS,TX,188.11,0,
265377,JEFFERSON HEALTH CARE,MO,126,0,
515088,RALEIGH CENTER,WV,198.41,0,
145829,KENSINGTON PLACE NRSG & REHAB,IL,284.32,0,
315443,CHILDRENS SPECIALIZED HOSPITAL TOMS RIVER,NJ,125.77,0,
265823,"CRESTWOOD HEALTH CARE CENTER, LLC",MO,362,0,
365809,GRANDE LAKE HEALTHCARE CENTER,OH,116.5,0,
105528,"TERRACE OF ST CLOUD, THE",FL,464.36,0,
165341,OELWEIN HEALTH CARE CENTER,IA,158.5,0,
365671,WORTHINGTON CHRISTIAN VILLAGE,OH,161.25,0,
155710,CHASE CENTER,IN,199.25,0,
366195,BEEGHLY OAKS CENTER FOR REHABILITATION & HEALING,OH,303,0,
365222,LAURELS OF NORWORTH THE,OH,402.56,0,
495155,ANNANDALE  HEALTHCARE CENTER,VA,773,0,
056215,NORTHBROOK HEALTHCARE CENTER,CA,119.98,0,
015426,CROWNE HEALTH CARE OF SPRINGHILL,AL,165.17,0,
075407,AUTUMN LAKE HEALTHCARE AT WEST HARTFORD,CT,304.75,0,
205151,MAINE VETERANS HOME - CARIBOU,ME,197.37,0,
395909,DARWAY HEALTHCARE AND  REHABILITATION CENTER,PA,207.09,0,
155375,BRICKYARD HEALTHCARE - PETERSBURG CARE CENTER,IN,122.69,0,
445300,RIDGEVIEW TERRACE OF LIFE CARE,TN,267.97,0,
415057,ELDERWOOD OF SCALLOP SHELL AT WAKEFIELD,RI,272.73,0,
215330,AUTUMN LAKE HEALTHCARE POST-ACUTE CARE CENTER,MD,827.52,0,
675438,LAKESHORE VILLAGE NURSING AND REHABILITATION,TX,353.14,0,
215252,FOREST HAVEN NURSING AND REHABILITATION CTR,MD,319.4,0,
345238,WHITE OAK MANOR - CHARLOTTE,NC,548.75,0,
345245,PENDER MEMORIAL HOSP SNF,NC,220.3,0,
105543,ST ANDREWS BAY SKILLED NURSING AND REHABILITATION,FL,425.96,0,
056150,CATERED MANOR NURSING CENTER,CA,253.61,0,
155736,MILL POND HEALTH CAMPUS,IN,183.86,0,
465092,UINTAH HEALTH CARE SPECIAL SERVICE DISTRICT,UT,178.29,0,
055664,YORK HEALTHCARE & WELLNESS CENTRE,CA,359.2,0,
245463,PIONEER CARE CENTER,MN,428,0,
366249,SUNNYSLOPE NURSING HOME,OH,131.35,0,
106142,RIVER CITY NURSING AND REHAB CENTER,FL,380.28,0,
335243,CHESTNUT PARK REHABILITATION AND NURSING CENTER,NY,263.75,0,
245488,GOOD SAMARITAN SOCIETY - WOODLAND,MN,160.04,0,
165174,CASA DE PAZ HEALTH CARE CENTER,IA,186.14,0,
505202,VALLEY VIEW SKILLED NURSING AND REHABILITATION,WA,411.84,0,
165162,ALTOONA NURSING AND REHABILITATION CENTER,IA,301,0,
055992,WEST COVINA HEALTHCARE CENTER,CA,336.19,0,
365134,HICKORY RIDGE NURSING & REHABILITATION  CENTER,OH,542.7,0,
106108,OAKTON PLACE HEALTH AND REHABILITATION AT THE ARLI,FL,210.89,0,
495385,"VMRC, COMPLETE LIVING CARE",VA,540.5,0,
555483,VISTA MANOR NURSING CENTER,CA,362.81,0,
115294,STEVENS PARK HEALTH AND REHABILITATION,GA,140.64,0,
676217,ROYSE CITY MEDICAL LODGE,TX,282.52,0,
495240,FREDERICKSBURG HEALTH AND REHAB,VA,460.14,0,
105882,WINKLER COURT,FL,383.25,0,
396128,MAPLE FARM,PA,239.8,0,
455999,PORT LAVACA NURSING AND REHABILITATION CENTER,TX,274.15,0,
345203,LIFE CARE CENTER OF BANNER ELK,NC,228.91,0,
445170,GOOD SAMARITAN HEALTH AND REHAB CENTER,TN,319.5,0,
555766,SIERRA VIEW MEDICAL CENTER,CA,286.25,0,
045455,"HICKORY HEIGHTS HEALTH AND REHAB, LLC",AR,596.5,0,
235388,BAY SHORES SENIOR CARE AND REHAB CENTER,MI,368.25,0,
375415,MONROE MANOR,OK,142.7,0,
675317,DEERINGS NURSING AND REHABILITATION LP,TX,165.39,0,
155777,CREASY SPRINGS HEALTH CAMPUS,IN,219.53,0,
195376,GRAND COVE NURSING & REHABILITATION CENTER,LA,336.88,0,
145312,SYMPHONY NORTHWOODS,IL,273.5,0,
265415,NEW HAVEN CARE CENTER,MO,200.75,0,
145546,MT ZION HEALTH & REHAB CENTER,IL,226.06,0,
145990,SYMPHONY MAPLE CREST,IL,202.75,0,
396144,ACCELERATE SKILLED NURSING AND REHABILITATION EXTO,PA,296.7,0,
055959,WATSONVILLE POST ACUTE CENTER,CA,377.16,0,
175409,PARKVIEW HEALTH AND REHABILITATION CENTER,KS,150.3,0,
245474,PARK VIEW CARE CENTER,MN,434.25,0,
675479,FRANKLIN HEIGHTS NURSING & REHABILITATION,TX,255.78,0,
215339,ANCHORAGE HEALTHCARE  CENTER,MD,301.75,0,
195528,RIDGECREST COMMUNITY CARE CENTER,LA,406.93,0,
06A175,WALSH HEALTHCARE CENTER,CO,119.1,0,
146133,SANDWICH REHAB & HCC,IL,104.14,0,
395507,ELM TERRACE GARDENS,PA,269.25,0,
366092,BURTON HEALTH CARE CENTER,OH,278.25,0,
045475,COUNTRYSIDE HEALTH & REHAB OF NEWTON COUNTY,AR,268.8,0,
235384,SCHNEPP SENIOR CARE AND REHAB CENTER,MI,307.5,0,
106015,ST. ANDREW POST-ACUTE REHABILITATION CENTER,FL,160.15,0,
265200,LOCH HAVEN,MO,212.51,0,
495183,THE HAVEN AT BRANDERMILL WOODS,VA,292.36,0,
495197,BELVOIR WOODS HEALTH CARE CENTER AT THE FAIRFAX,VA,236.14,0,
366269,WYANDOT COUNTY SKILLED NURSING AND REHABILITATION,OH,201.5,0,
225418,HELLENIC NURSING & REHABILITATION CENTER,MA,0,0,
285130,BEATRICE HEALTH AND REHABILITATION,NE,228.28,0,
525088,EDGEWATER HAVEN NURSING HOME,WI,251.75,0,
675929,CEDAR CREEK NURSING AND REHABILITATION CENTER,TX,131.09,0,
676031,MEADOW CREEK NURSING AND REHABILITATION,TX,163.25,0,
675913,PFLUGERVILLE CARE CENTER,TX,235.71,0,
215065,BEL PRE HEALTHCARE CENTER,MD,282,0,
115695,UNION COUNTY NURSING HOME,GA,280.3,0,
055866,PLUM TREE CARE CENTER,CA,287.56,0,
115468,PRUITTHEALTH - BLUE RIDGE,GA,184.25,0,
115726,MEADOWS PARK HEALTH AND REHABILITATION,GA,227.25,0,
675925,THE MILDRED & SHIRLEY L GARRISON GERIATRIC EDUCATI,TX,346.56,0,
295073,ROYAL SPRINGS HEALTHCARE AND REHAB,NV,549,0,
106062,BENTLEY CARE CENTER,FL,351.48,0,
455510,CASTLE HILLS REHABILITATION AND CARE CENTER,TX,154.75,0,
525411,WILLOWDALE HEALTH SERVICES,WI,97.23,0,
155791,BLAIR RIDGE HEALTH CAMPUS,IN,226.14,0,
366377,TRANQUILITY OF RICHMOND HEIGHTS,OH,155.5,0,
676264,WINCHESTER LODGE HEALTHCARE CENTER,TX,263.16,0,
185213,WOLFE COUNTY HEALTH AND REHABILITATION CENTER,KY,349.6,0,
385161,MILTON FREEWATER HEALTH & REHABILITATION CENTER,OR,94,0,
146096,RIDGEVIEW HEALTH & REHAB CNTR,IL,142.75,0,
105466,PALM BEACH NURSING CENTER,FL,391.14,0,
146108,MANOR COURT OF PEORIA,IL,203.25,0,
366209,WOODS EDGE REHAB AND NURSING,OH,267.75,0,
335873,HELEN HAYES HOSPITAL T C U,NY,89,0,
675991,PARK MANOR OF HUMBLE,TX,300.8,0,
455954,PECAN CREEK HEALTHCARE CENTER,TX,83.24,0,
675882,VICTORIA GARDENS OF ALLEN,TX,255.25,0,
366060,ARBORS AT SYLVANIA,OH,270.25,0,
365813,HAWTHORN GLEN NURSING CENTER,OH,200.48,0,
555061,GOOD SHEPHERD HEALTH CARE CENTER OF SANTA MONICA,CA,344,0,
555184,HEARTWOOD AVENUE HEALTHCARE,CA,206.3,0,
115691,SMITH MEDICAL NURSING CARE CTR,GA,108,0,
195530,DELTA GRANDE SKILLED NURSING AND REHABILITATION,LA,179.75,0,
495203,ALEXANDRIA REHABILITATION AND HEALTHCARE CENTER,VA,403,0,
365254,VANCREST HEALTH CARE CENTER,OH,258.2,0,
155367,BRICKYARD HEALTHCARE -SYCAMORE VILLAGE CARE CENTER,IN,253.67,0,
145447,APERION CARE FOX RIVER,IL,275.15,0,
365679,SIGNATURE HEALTHCARE OF FAYETTE COUNTY,OH,231.27,0,
146045,HELIA HEALTHCARE OF ENERGY,IL,182.7,0,
676489,THE LEGACY MIDTOWN PARK,TX,273.11,0,
265398,WELLSVILLE HEALTH CARE CENTER,MO,124.53,0,
395697,EMBASSY OF WOODLAND PARK,PA,355.5,0,
145404,FARMINGTON VILLAGE NRSG,IL,218.12,0,
676103,WELLS LTC NURSING & REHABILITATION,TX,191.69,0,
115414,HARBORVIEW HEALTH SYSTEMS JESUP,GA,314.5,0,
305103,COVENANT LIVING OF KEENE,NH,70.91,0,
015221,"CHAPMAN HEALTHCARE CENTER, INC",AL,599.5,0,
255228,DELTA REHABILITATION AND HEALTHCARE CENTER,MS,272.92,0,
675537,BROWNWOOD NURSING AND REHABILITATION,TX,165.88,0,
365404,LAURELS OF MT VERNON THE,OH,329.32,0,
445329,RED BOILING SPRINGS TN OPCO LLC,TN,177.48,0,
675887,ST JOSEPH MANOR,TX,195.77,0,
245546,MISSION NURSING HOME,MN,198,0,
375583,PARC PLACE MEDICAL RESORT,OK,333.42,0,
035265,SUN HEALTH GRANDVIEW CARE CENTER,AZ,292.8,0,
675231,CASCADES AT JACINTO REHAB LP,TX,182.95,0,
235593,ALLEGRIA VILLAGE,MI,341.25,0,
395379,WECARE AT SYCAMORE REHABILITATION AND NURSING CENT,PA,320.8,0,
215007,WICOMICO NURSING HOME,MD,276.5,0,
675798,ARBORETUM NURSING AND REHABILITATION CENTER OF WIN,TX,219.48,0,
675356,WINDSOR NURSING AND REHABILITATION CENTER OF BASTR,TX,138.22,0,
065097,MAPLETON POST ACUTE,CO,240.16,0,
055036,MAPLE HEALTHCARE CENTER,CA,262.34,0,
195487,LANDMARK OF ACADIANA,LA,404.59,0,
675959,SONGBIRD LODGE,TX,182.82,0,
015145,DIVERSICARE OF RIVERCHASE,AL,386.44,0,
365250,BUCKEYE CARE AND REHABILITATION,OH,244.48,0,
065100,ROCK CANYON RESPIRATORY AND REHABILITATION CENTER,CO,321.12,0,
265574,MONROE CITY MANOR CARE CENTER,MO,217.05,0,
745022,WARE MEMORIAL CARE CENTER,TX,489.69,0,
235179,CHRISTIAN PARK VILLAGE,MI,182.46,0,
055401,MEADOWBROOK POST ACUTE,CA,230.75,0,
445166,THE HEALTH CENTER AT RICHLAND PLACE,TN,416,0,
515107,UNITED TRANSITIONAL CARE CENTER,WV,144.5,0,
676468,PATRIOT REHABILITATION AND WELLNESS CENTER,TX,356.74,0,
175215,TONGANOXIE TERRACE,KS,166.3,0,
425368,JOHNS ISLAND POST ACUTE,SC,356.74,0,
045410,"LEGACY HEIGHTS NURSING AND REHAB, LLC",AR,359.75,0,
035103,CITADEL POST ACUTE,AZ,415.8,0,
675739,REGENT CARE CENTER OF THE WOODLANDS,TX,317.25,0,
395785,STONEBRIDGE HEALTH & REHABILITATION CENTER,PA,222,0,
525350,OCOEE COLBY HEALTHCARE CENTER LLC,WI,198,0,
375577,SENIOR VILLAGE HEALTHCARE,OK,115.92,0,
045345,THE BLOSSOMS AT FORT SMITH REHAB & NURSING CENTER,AR,363.25,0,
365945,CRYSTAL CARE CENTER OF MANSFIE,OH,230,0,
265850,SEASONS REHAB AND HEALTHCARE CENTER,MO,225.31,0,
345258,TRANSITIONAL HEALTH SERVICES OF KANNAPOLIS,NC,282.23,0,
315159,ELMWOOD HILLS HEALTHCARE CENTER LLC,NJ,939.23,0,
315221,"COMPLETE CARE AT HAMILTON, LLC",NJ,385.75,0,
26E256,JOHNSON COUNTY CARE CENTER,MO,107.14,0,
365342,CARRIAGE INN OF CADIZ INC,OH,169.8,0,
366104,SALEM NORTH HEALTHCARE CENTER,OH,245.5,0,
035266,ADVANCED HEALTHCARE OF MESA,AZ,143.96,0,
555231,TAHOE FOREST HOSPITAL D/P SNF,CA,124.73,0,
525511,SHEBOYGAN PROGRESSIVE HEALTH SERVICES,WI,140.74,0,
465109,HOLLADAY HEALTHCARE CENTER,UT,310.15,0,
455817,SAN ANTONIO NORTH NURSING AND REHABILITATION,TX,232.14,0,
165441,SUNNY VIEW CARE CENTER,IA,220.73,0,
175454,CLEARWATER NURSING & REHABILITATION CENTER,KS,93.84,0,
195410,ST JAMES PLACE NURSING CARE CENTER,LA,288.36,0,
225709,TIMOTHY DANIELS HOUSE,MA,128,0,
185217,METCALFE HEALTH CARE CENTER,KY,235,0,
675773,BROOKDALE TRINITY TOWERS,TX,249.5,0,
175487,HOMESTEAD HEALTH CENTER,KS,217.4,0,
245442,SPRING VALLEY CARE CENTER,MN,188.7,0,
165452,WAPELLO SPECIALTY CARE,IA,130.06,0,
155214,SAINT ANTHONY,IN,499.18,0,
075135,MASONICARE HEALTH CENTER,CT,1013.5,0,
445141,BRADLEY HEALTH CARE & REHAB,TN,349.75,0,
065409,CONTINUING CARE AT WIND CREST,CO,214.56,0,
255299,VINEYARD COURT NURSING CENTER,MS,159.62,0,
106092,"CRYSTAL HEALTH AND REHAB CENTER, LLC",FL,337.02,0,
365306,MADISON HEALTH CARE,OH,340,0,
366181,GRAND RAPIDS CARE CENTER,OH,79.75,0,
115712,SEMINOLE MANOR NURSING HOME,GA,199.86,0,
676173,KENEDY HEALTH & REHABILITATION,TX,142.08,0,
455478,CORAL REHABILITATION AND NURSING OF WACO,TX,165.45,0,
165179,NORWALK NURSING AND REHABILITATION CENTER,IA,147.4,0,
365355,GARDENS OF MAYFIELD VILLAGE,OH,215,0,
225337,CAPE HERITAGE REHABILITATION & HEALTH CARE CENTER,MA,332.5,0,
255347,CHOCTAW NURSING AND REHABILITATION CENTER,MS,108.15,0,
245556,PRESBYTERIAN HOMES OF BLOOMINGTON,MN,419.75,0,
365455,IVY WOODS HEALTHCARE CENTER.,OH,242,0,
015373,HENRY COUNTY HEALTH AND REHABILITATION FACILITY,AL,368,0,
056159,SHERMAN VILLAGE HCC,CA,510.27,0,
366355,SINGLETON HEALTH CARE CENTER,OH,143.5,0,
165578,PREMIER ESTATES OF MUSCATINE,IA,169.17,0,
175344,SANDPIPER HEALTHCARE & REHABILITATION CENTER,KS,299.9,0,
675834,BROOKDALE GALLERIA,TX,210.5,0,
395607,SHIPPENVILLE HEALTHCARE AND REHABILITATION CENTER,PA,313,0,
185122,LANDMARK OF LOUISVILLE REHABILITATION AND NURSING,KY,612.75,0,
445527,HARBERT HILLS ACADEMY N H,TN,187.75,0,
676161,GREEN VALLEY HEALTHCARE AND REHABILITATION CENTER,TX,356.08,0,
135077,SKYLINE TRANSITIONAL CARE CENTER,ID,248.76,0,
235569,OVID HEALTHCARE CENTER,MI,178.59,0,
195363,OLD BROWNLEE COMMUNITY CARE CENTER,LA,405.5,0,
095031,INSPIRE REHABILITATION AND HEALTH CENTER LLC,DC,736.25,0,
46A066,LITTLE COTTONWOOD REHABILITATION AND NURSING,UT,78.22,0,
16A002,IOWA VETERANS HOME,IA,1319.73,0,
425412,RETREAT AT WELLMORE OF LEXINGTON,SC,223.36,0,
215168,LAYHILL NURSING AND REHABILITATION CENTER,MD,382.5,0,
115670,ROCKDALE HEALTHCARE CENTER,GA,374.2,0,
445458,FOUR OAKS HEALTH CARE CENTER,TN,230.5,0,
235011,IOSCO CO MEDICAL CARE FACILITY,MI,254.15,0,
525553,SHELL LAKE HEALTH CARE CENTER,WI,148.97,0,
455586,GRAND TERRACE REHABILITATION AND HEALTHCARE,TX,212.24,0,
235177,HARTFORD NURSING & REHABILITATION CENTER,MI,747.35,0,
335595,DUNKIRK REHABILITATION & NURSING CENTER,NY,116.5,0,
465089,ROCKY MOUNTAIN CARE - WILLOW SPRINGS,UT,350.26,0,
055894,BROADWAY BY THE SEA,CA,399.3,0,
345526,CAROLINA REHAB CENTER OF BURKE,NC,243.75,0,
165431,TITONKA CARE CENTER,IA,75.29,0,
195405,NATCHITOCHES COMMUNITY CARE CENTER,LA,521.37,0,
245224,AUGUSTANA CARE HASTINGS HEALTH AND REHABILITATION,MN,252.75,0,
146170,ASBURY GARDENS NSG & REHAB,IL,270.05,0,
155833,WELLBROOKE OF CARMEL,IN,225.68,0,
235385,LAURELS OF MT. PLEASANT (THE),MI,326.86,0,
265852,ST JOSEPH CHATEAU,MO,143.4,0,
105996,ASPIRE AT SPRING HILL,FL,370.63,0,
335504,SENECA HEALTH CARE CENTER,NY,558.13,0,
675292,COTTONWOOD NURSING AND REHABILITATION,TX,154.97,0,
195617,THE LODGE AT LANE,LA,149.29,0,
375406,BAPTIST VILLAGE OF ENID,OK,76.78,0,
145659,"WATERFORD CARE CENTER, THE",IL,298.75,0,
345123,CAROLINA VILLAGE INC,NC,267.25,0,
195571,OLD JEFFERSON COMMUNITY CARE CENTER,LA,447.1,0,
366286,CONTINUING HEALTHCARE AT CEDAR HILL,OH,262.25,0,
165472,SCENIC MANOR,IA,200.03,0,
185330,CAMPBELLSVILLE NURSING AND REHABILITATION CENTER,KY,242.8,0,
366404,HERITAGE OF HUDSON,OH,254,0,
425322,NHC HEALTHCARE - GREENVILLE,SC,613.75,0,
345575,BRUNSWICK HEALTH & REHAB CENTER,NC,299.75,0,
225662,HARBOR HOUSE NURSING & REHABILITATION CENTER,MA,421.09,0,
055206,PLAZA HEALTHCARE CENTER,CA,579.08,0,
155819,WELLBROOKE OF KOKOMO,IN,167.5,0,
675034,ARBOR LAKE NURSING & REHABILITATION LLC,TX,244.61,0,
106060,LIFE CARE CENTER OF PALM BAY,FL,481.01,0,
366263,GRACE BRETHREN VILLAGE,OH,144.46,0,
056338,MORNING STAR POST ACUTE,CA,197.52,0,
145908,AMBERWOOD CARE CENTRE,IL,468.25,0,
445449,AHC WESTWOOD,TN,195.75,0,
185305,THE WILLOWS AT SPRINGHURST OPCO LLC,KY,216.75,0,
245573,CLARA CITY CARE CENTER,MN,183,0,
146183,ALDEN COURTS OF SHOREWOOD,IL,200.25,0,
115394,PRUITTHEALTH - PEAKE,GA,459.75,0,
195248,"GARDEN PARK NURSING & REHAB CTR, LLC",LA,522.91,0,
555878,"GRANITE HILLS HEALTHCARE & WELLNESS CENTRE, LLC",CA,385.07,0,
676356,THE HEIGHTS OF NORTH HOUSTON,TX,279.75,0,
225300,REHABILITATION & NURSING CENTER AT EVERETT (THE),MA,524,0,
366250,KIMES NURSING & REHAB CTR,OH,194.36,0,
185234,CALVERT CITY CONVALESCENT CENTER,KY,476.13,0,
375123,MEMORIAL HEIGHTS NURSING CENTER,OK,222.26,0,
395495,WILLOWBROOKE COURT-SPRING HOUS,PA,41.33,0,
175413,MEDICALODGES PAOLA,KS,124.05,0,
195420,NAOMI HEIGHTS NURSING & REHABILITATION CENTER,LA,315.45,0,
056234,MARLORA POST ACUTE REHAB HOSP,CA,368.72,0,
055884,CREEKSIDE POST-ACUTE,CA,512.79,0,
366340,HARDING POINTE,OH,169,0,
165550,SOLON NURSING CARE CENTER,IA,256.46,0,
035133,LIFE CARE CENTER OF YUMA,AZ,403.92,0,
265091,CAMDENTON WINDSOR ESTATES,MO,112.2,0,
555399,AVONDALE VILLA POST-ACUTE,CA,117.55,0,
265491,SENECA NURSING,MO,167.25,0,
395618,MULBERRY HEALTHCARE AND REHABILITATION CENT,PA,148.8,0,
146104,FARMER CITY REHAB & HEALTHCARE,IL,138.54,0,
245270,WHITEWATER HEALTH SERVICES,MN,92.42,0,
055987,BROADWAY VILLA POST ACUTE,CA,434.66,0,
415108,HARRIS HEALTH CARE CENTER NORTH,RI,82.04,0,
235336,MEDILODGE OF TRAVERSE CITY,MI,200.3,0,
395484,KADIMA REHABILITATION & NURSING AT LUZERNE,PA,121.75,0,
525317,SSM HEALTH ST CLARE MEADOWS CARE CTR,WI,163.76,0,
065299,PARKVIEW CARE CENTER,CO,248.39,0,
235286,MEDILODGE OF CASS CITY,MI,184.8,0,
106143,MIDDLEBURG REHABILITATION AND NURSING CENTER,FL,466,0,
265647,CROWN REHAB AND HEALTHCARE CENTER,MO,225.48,0,
265374,GRANDVIEW HEALTHCARE CENTER,MO,158.3,0,
106096,"PAVILION FOR HEALTH CARE, THE",FL,167.44,0,
145414,PRAIRIE CROSSING LVG & REHAB,IL,151,0,
185171,PARKVIEW NURSING & REHABILITATION CENTER,KY,502.97,0,
285088,ARBOR CARE CENTERS-HARTINGTON LLC,NE,117.51,0,
155769,MORRISON WOODS HEALTH CAMPUS,IN,216.26,0,
056478,LIGHTHOUSE  HEALTHCARE CENTER,CA,525.92,0,
106097,HIDDEN LAKES SENIOR LIVING COMMUNITY,FL,116.84,0,
155803,HAMILTON POINTE HEALTH AND REHAB,IN,273.25,0,
015223,NORTHSIDE HEALTH CARE,AL,286.75,0,
235590,LIVONIA WOODS NURSING AND REHABILITATION,MI,47.5,0,
495114,"REGENCY CARE OF ARLINGTON, LLC",VA,653.14,0,
145965,LOFT REHAB OF DECATUR,IL,290.03,0,
345564,SHARON TOWERS,NC,80.24,0,
445216,WILLOW BRANCH HEALTH AND REHABILITATION,TN,260.22,0,
165347,NORA SPRINGS CARE CENTER,IA,116.25,0,
366150,ASTORIA PLACE OF CINCINNATI,OH,125.9,0,
675799,BRENHAM NURSING AND REHABILITATION CENTER,TX,383.15,0,
555538,EDEN VALLEY CARE CENTER,CA,163.81,0,
555890,HILLCREST NURSING HOME,CA,221.08,0,
495099,FAIRFAX REHABILITATION AND NURSING CENTER,VA,713.5,0,
065302,REGENT PARK NURSING AND REHABILITATION,CO,107.06,0,
525346,WILLIAMS BAY HEALTH SERVICES,WI,109.04,0,
455642,DAYTON NURSING AND REHABILITATION,TX,143.11,0,
525304,NORTH SHORE HEALTHCARE AT MARSHFIELD,WI,238.23,0,
555441,MEMORIAL HOSPITAL OF GARDENA D/P SNF,CA,484.6,0,
525440,PLUM CITY CARE CTR,WI,113.25,0,
195568,"WYATT MANOR NURSING AND REHAB CTR, INC",LA,196.15,0,
455429,ROSE TRAIL NURSING AND REHABILITATION CENTER,TX,271.93,0,
175159,PROVIDENCE PLACE,KS,114.35,0,
165366,LAKE MILLS CARE CENTER,IA,206.75,0,
555844,NOVATO HEALTHCARE CENTER,CA,667.2,0,
105307,PARKVIEW REHABILITATION CENTER AT WINTER PARK,FL,415.25,0,
165327,SUNRISE TERRACE NURSING & REHABILITATION CENTER,IA,131.05,0,
105756,LIFE CARE CENTER OF HILLIARD,FL,443.44,0,
05A147,MERCED BEHAVIORAL CENTER,CA,215.88,0,
345366,GREENDALE FOREST NURSING AND REHABILITATION CENTER,NC,346.75,0,
285116,CLARKSON COMMUNITY CARE CENTER INC,NE,128.96,0,
155199,MAPLE PARK VILLAGE,IN,313.05,0,
035118,HAVEN OF CAMP VERDE,AZ,120.15,0,
215161,CHARLOTTE HALL VETERANS HOME,MD,830.33,0,
366095,GLENWOOD CARE AND REHABILITATION,OH,233.75,0,
055003,"EUREKA REHABILITATION & WELLNESS CENTER, LP",CA,329.92,0,
53A051,SOUTH LINCOLN NURSING CENTER,WY,87.5,0,
155611,HOOSIER CHRISTIAN VILLAGE,IN,254.97,0,
015374,CAMDEN NURSING FACILITY INC.,AL,149.45,0,
105632,HARTS HARBOR HEALTH CARE CENTER,FL,426.82,0,
366364,TRIPLE CREEK RETIREMENT COMMUNITY,OH,193.98,0,
175511,MONTGOMERY PLACE NURSING CENTER,KS,116.3,0,
245619,SAINT THERESE AT OXBOW LAKE,MN,273.25,0,
105827,FINNISH-AMERICAN VILLAGE,FL,178.25,0,
155061,ENVIVE OF LAWRENCEBURG,IN,131.48,0,
105117,SOUTH HERITAGE HEALTH & REHABILITATION CENTER,FL,179,0,
365928,COURT HOUSE MANOR,OH,310.4,0,
175459,WHEATRIDGE PARK CARE CENTER,KS,118.75,0,
295026,GROVER C DILS MEDICAL CENTER SNF,NV,89,0,
676047,TOWN HALL ESTATES KEENE INC,TX,396.75,0,
495424,LAKE MANASSAS HEALTH & REHABILITATION CENTER,VA,497.75,0,
365483,STILLWATER SKILLED NURSING AND REHABILITATION,OH,151.75,0,
495361,BELMONT BAY REHABILITATION AND HEALTHCARE CENTER,VA,399.5,0,
525098,WAUNAKEE VALLEY SENIOR LIVING,WI,209.15,0,
345530,PENN NURSING CENTER,NC,285.62,0,
395710,OXFORD REHABILITATION AND HEALTHCARE CENTER,PA,499.5,0,
555924,BETHEL LUTHERAN HOME,CA,192.9,0,
366455,MENTOR RIDGE HEALTH AND REHABILITATION,OH,387.43,0,
235451,THE OAKS AT BATTLE CREEK,MI,241.35,0,
055276,MISSION VALLEY POST ACUTE,CA,266.99,0,
045381,GREENBRIER NURSING AND REHABILITATION CENTER,AR,352,0,
675903,MEXIA LTC NURSING AND REHABILITATION,TX,162.46,0,
155604,SAINT ANTHONY REHAB AND NURSING CENTER,IN,304.3,0,
245432,GRACEPOINTE CROSSING GABLES,MN,453,0,
335615,HAMILTON MANOR NURSING HOME,NY,113.66,0,
215177,AUTUMN LAKE HEALTHCARE AT CHERRY LANE,MD,611.5,0,
145930,GOLDWATER PONTIAC NURSING HOME,IL,218.8,0,
235442,GREAT LAKES REHAB CENTER,MI,10,0,
105310,"AVANTE AT ORMOND BEACH, INC",FL,351.92,0,
105744,REGENCY OAKS HEALTH CENTER,FL,246.84,0,
345260,ROCKY MOUNT REHABILITATION CENTER,NC,407.75,0,
155794,"RETREAT AT THE STRATFORD, THE",IN,79.77,0,
675020,GREENVILLE HEALTH & REHABILITATION CENTER,TX,211.33,0,
435113,MENNO-OLIVET CARE CENTER,SD,109.6,0,
155262,"WATERS OF SULLIVAN NURSING FACILITY, THE",IN,130.75,0,
355095,GOOD SAMARITAN SOCIETY - OAKES,ND,144.07,0,
21E104,ST. JOSEPH'S  NURSING  HOME,MD,173.55,0,
535033,MISSION AT CASTLE ROCK,WY,126.23,0,
175182,DELMAR GARDENS OF OVERLAND PARK,KS,352.52,0,
445542,JEFFERSON PARK AT WHITE PINE,TN,67,0,
175276,NORTH POINT SKILLED NURSING CENTER,KS,131.2,0,
055474,WOODCREST POST ACUTE & REHABILITATION,CA,350.49,0,
275119,LOGAN HEALTH - CONRAD,MT,121.4,0,
155847,SILVER MEMORIES HEALTH CARE,IN,57.75,0,
675973,MCLEAN CARE CENTER,TX,80.02,0,
