PROVIDER_ID,PROVIDER_NAME,STATE,MONTH_START_DATE,QUARTER_LABEL,DAYS_IN_MONTH,DAYS_IN_QUARTER,TOTAL_PATIENTS,NUMBER_OF_CERTIFIED_BEDS,OCCUPANCY_RATE_PCT
235536,PINNACLE CARE OF BATTLE CREEK,MI,2024-06-01,2024 Q2,30,91,1363,82,55.41
235538,MISSION POINT HEALTH CAMPUS OF JACKSON,MI,2024-04-01,2024 Q2,30,91,1156,50,77.07
235538,MISSION POINT HEALTH CAMPUS OF JACKSON,MI,2024-05-01,2024 Q2,31,91,1211,50,78.13
235538,MISSION POINT HEALTH CAMPUS OF JACKSON,MI,2024-06-01,2024 Q2,30,91,1150,50,76.67
235539,THE ORCHARDS AT NORTHWEST,MI,2024-04-01,2024 Q2,30,91,3386,154,73.29
235539,THE ORCHARDS AT NORTHWEST,MI,2024-05-01,2024 Q2,31,91,3471,154,72.71
235539,THE ORCHARDS AT NORTHWEST,MI,2024-06-01,2024 Q2,30,91,3572,154,77.32
235540,HOLLAND HOME BRETON REHABILITATION & LIVING CENTRE,MI,2024-04-01,2024 Q2,30,91,1257,58,72.24
235540,HOLLAND HOME BRETON REHABILITATION & LIVING CENTRE,MI,2024-05-01,2024 Q2,31,91,1335,58,74.25
235540,HOLLAND HOME BRETON REHABILITATION & LIVING CENTRE,MI,2024-06-01,2024 Q2,30,91,1290,58,74.14
235541,THE LODGE AT TAYLOR,MI,2024-04-01,2024 Q2,30,91,2237,134,55.65
235541,THE LODGE AT TAYLOR,MI,2024-05-01,2024 Q2,31,91,2310,134,55.61
235541,THE LODGE AT TAYLOR,MI,2024-06-01,2024 Q2,30,91,2429,134,60.42
235542,MEDILODGE OF WESTWOOD,MI,2024-04-01,2024 Q2,30,91,2590,97,89.00
235542,MEDILODGE OF WESTWOOD,MI,2024-05-01,2024 Q2,31,91,2646,97,87.99
235542,MEDILODGE OF WESTWOOD,MI,2024-06-01,2024 Q2,30,91,2664,97,91.55
235543,LINCOLN HAVEN NURSING AND REHABILITATION COMMUNITY,MI,2024-04-01,2024 Q2,30,91,783,39,66.92
235543,LINCOLN HAVEN NURSING AND REHABILITATION COMMUNITY,MI,2024-05-01,2024 Q2,31,91,845,39,69.89
235543,LINCOLN HAVEN NURSING AND REHABILITATION COMMUNITY,MI,2024-06-01,2024 Q2,30,91,789,39,67.44
235545,REGENCY AT WHITMORE LAKE,MI,2024-04-01,2024 Q2,30,91,3144,135,77.63
235545,REGENCY AT WHITMORE LAKE,MI,2024-05-01,2024 Q2,31,91,3366,135,80.43
235545,REGENCY AT WHITMORE LAKE,MI,2024-06-01,2024 Q2,30,91,3307,135,81.65
235547,"LAKEPOINTE SENIOR CARE AND REHAB CENTER, L L C",MI,2024-04-01,2024 Q2,30,91,3747,134,93.21
235547,"LAKEPOINTE SENIOR CARE AND REHAB CENTER, L L C",MI,2024-05-01,2024 Q2,31,91,3904,134,93.98
235547,"LAKEPOINTE SENIOR CARE AND REHAB CENTER, L L C",MI,2024-06-01,2024 Q2,30,91,3839,134,95.50
235548,"INN AT FREEDOM VILLAGE, THE",MI,2024-04-01,2024 Q2,30,91,582,39,49.74
235548,"INN AT FREEDOM VILLAGE, THE",MI,2024-05-01,2024 Q2,31,91,636,39,52.61
235548,"INN AT FREEDOM VILLAGE, THE",MI,2024-06-01,2024 Q2,30,91,602,39,51.45
235549,ROOSEVELT PARK NURSING AND REHABILITATION COMMUNIT,MI,2024-04-01,2024 Q2,30,91,1105,39,94.44
235549,ROOSEVELT PARK NURSING AND REHABILITATION COMMUNIT,MI,2024-05-01,2024 Q2,31,91,1116,39,92.31
235549,ROOSEVELT PARK NURSING AND REHABILITATION COMMUNIT,MI,2024-06-01,2024 Q2,30,91,1159,39,99.06
235550,WILLOWBROOK MANOR,MI,2024-04-01,2024 Q2,30,91,3403,130,87.26
235550,WILLOWBROOK MANOR,MI,2024-05-01,2024 Q2,31,91,3607,130,89.50
235550,WILLOWBROOK MANOR,MI,2024-06-01,2024 Q2,30,91,3485,130,89.36
235551,GREENTREE OF HUBBELL REHAB AND HEALTH,MI,2024-04-01,2024 Q2,30,91,1464,55,88.73
235551,GREENTREE OF HUBBELL REHAB AND HEALTH,MI,2024-05-01,2024 Q2,31,91,1549,55,90.85
235551,GREENTREE OF HUBBELL REHAB AND HEALTH,MI,2024-06-01,2024 Q2,30,91,1481,55,89.76
235552,MISSION POINT NSG & PHY REHAB CTR OF HANCOCK,MI,2024-04-01,2024 Q2,30,91,1389,63,73.49
235552,MISSION POINT NSG & PHY REHAB CTR OF HANCOCK,MI,2024-05-01,2024 Q2,31,91,1439,63,73.68
235552,MISSION POINT NSG & PHY REHAB CTR OF HANCOCK,MI,2024-06-01,2024 Q2,30,91,1448,63,76.61
235553,MEDILODGE OF ROGERS CITY,MI,2024-04-01,2024 Q2,30,91,2169,90,80.33
235553,MEDILODGE OF ROGERS CITY,MI,2024-05-01,2024 Q2,31,91,2257,90,80.90
235553,MEDILODGE OF ROGERS CITY,MI,2024-06-01,2024 Q2,30,91,2148,90,79.56
235554,EASTWOOD NURSING CENTER,MI,2024-04-01,2024 Q2,30,91,2631,100,87.70
235554,EASTWOOD NURSING CENTER,MI,2024-05-01,2024 Q2,31,91,2897,100,93.45
235554,EASTWOOD NURSING CENTER,MI,2024-06-01,2024 Q2,30,91,2880,100,96.00
235555,CANTERBURY ON THE LAKE,MI,2024-04-01,2024 Q2,30,91,2772,128,72.19
235555,CANTERBURY ON THE LAKE,MI,2024-05-01,2024 Q2,31,91,3040,128,76.61
235555,CANTERBURY ON THE LAKE,MI,2024-06-01,2024 Q2,30,91,2995,128,77.99
235556,WOODWARD HILLS HEALTH AND REHABILITATION CTR,MI,2024-04-01,2024 Q2,30,91,4300,190,75.44
235556,WOODWARD HILLS HEALTH AND REHABILITATION CTR,MI,2024-05-01,2024 Q2,31,91,4327,190,73.46
235556,WOODWARD HILLS HEALTH AND REHABILITATION CTR,MI,2024-06-01,2024 Q2,30,91,4446,190,78.00
235558,MENOMINEE HEALTH SERVICES,MI,2024-04-01,2024 Q2,30,91,1016,39,86.84
235558,MENOMINEE HEALTH SERVICES,MI,2024-05-01,2024 Q2,31,91,1076,39,89.00
235558,MENOMINEE HEALTH SERVICES,MI,2024-06-01,2024 Q2,30,91,1020,39,87.18
235559,PINE CREEK MANOR SKILLED NURSING & REHAB CENTER,MI,2024-04-01,2024 Q2,30,91,1140,49,77.55
235559,PINE CREEK MANOR SKILLED NURSING & REHAB CENTER,MI,2024-05-01,2024 Q2,31,91,1188,49,78.21
235559,PINE CREEK MANOR SKILLED NURSING & REHAB CENTER,MI,2024-06-01,2024 Q2,30,91,1173,49,79.80
235561,ARIA NURSING AND REHAB,MI,2024-04-01,2024 Q2,30,91,2746,110,83.21
235561,ARIA NURSING AND REHAB,MI,2024-05-01,2024 Q2,31,91,2888,110,84.69
235561,ARIA NURSING AND REHAB,MI,2024-06-01,2024 Q2,30,91,2674,110,81.03
235563,MEDILODGE OF MONROE,MI,2024-04-01,2024 Q2,30,91,2733,103,88.45
235563,MEDILODGE OF MONROE,MI,2024-05-01,2024 Q2,31,91,2852,103,89.32
235563,MEDILODGE OF MONROE,MI,2024-06-01,2024 Q2,30,91,2837,103,91.81
235565,WESTGATE NURSING & REHAB COMMUNITY,MI,2024-04-01,2024 Q2,30,91,1654,65,84.82
235565,WESTGATE NURSING & REHAB COMMUNITY,MI,2024-05-01,2024 Q2,31,91,1764,65,87.54
235565,WESTGATE NURSING & REHAB COMMUNITY,MI,2024-06-01,2024 Q2,30,91,1720,65,88.21
235566,MEDILODGE OF CHEBOYGAN,MI,2024-04-01,2024 Q2,30,91,1815,85,71.18
235566,MEDILODGE OF CHEBOYGAN,MI,2024-05-01,2024 Q2,31,91,1815,85,68.88
235566,MEDILODGE OF CHEBOYGAN,MI,2024-06-01,2024 Q2,30,91,1966,85,77.10
235567,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,MI,2024-04-01,2024 Q2,30,91,963,38,84.47
235567,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,MI,2024-05-01,2024 Q2,31,91,994,38,84.38
235567,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,MI,2024-06-01,2024 Q2,30,91,995,38,87.28
235569,OVID HEALTHCARE CENTER,MI,2024-04-01,2024 Q2,30,91,1797,94,63.72
235569,OVID HEALTHCARE CENTER,MI,2024-05-01,2024 Q2,31,91,1836,94,63.01
235569,OVID HEALTHCARE CENTER,MI,2024-06-01,2024 Q2,30,91,1689,94,59.89
235577,MCLAREN LAPEER REGION,MI,2024-04-01,2024 Q2,30,91,414,19,72.63
235577,MCLAREN LAPEER REGION,MI,2024-05-01,2024 Q2,31,91,426,19,72.33
235577,MCLAREN LAPEER REGION,MI,2024-06-01,2024 Q2,30,91,404,19,70.88
235578,FOUR SEASONS NURSING CENTER OF WESTLAND,MI,2024-04-01,2024 Q2,30,91,4620,180,85.56
235578,FOUR SEASONS NURSING CENTER OF WESTLAND,MI,2024-05-01,2024 Q2,31,91,4988,180,89.39
235578,FOUR SEASONS NURSING CENTER OF WESTLAND,MI,2024-06-01,2024 Q2,30,91,5014,180,92.85
235580,OPTALIS HEALTH AND REHABILITATION OF ANN ARBOR,MI,2024-04-01,2024 Q2,30,91,3808,180,70.52
235580,OPTALIS HEALTH AND REHABILITATION OF ANN ARBOR,MI,2024-05-01,2024 Q2,31,91,3790,180,67.92
235580,OPTALIS HEALTH AND REHABILITATION OF ANN ARBOR,MI,2024-06-01,2024 Q2,30,91,3723,180,68.94
235582,EVERGREEN HEALTH AND REHABILITATION CENTER,MI,2024-04-01,2024 Q2,30,91,4462,172,86.47
235582,EVERGREEN HEALTH AND REHABILITATION CENTER,MI,2024-05-01,2024 Q2,31,91,4548,172,85.30
235582,EVERGREEN HEALTH AND REHABILITATION CENTER,MI,2024-06-01,2024 Q2,30,91,4378,172,84.85
235583,MEDILODGE OF GREEN VIEW,MI,2024-04-01,2024 Q2,30,91,1089,39,93.08
235583,MEDILODGE OF GREEN VIEW,MI,2024-05-01,2024 Q2,31,91,1094,39,90.49
235583,MEDILODGE OF GREEN VIEW,MI,2024-06-01,2024 Q2,30,91,1107,39,94.62
235584,ARGENTINE CARE CENTER,MI,2024-04-01,2024 Q2,30,91,1282,60,71.22
235584,ARGENTINE CARE CENTER,MI,2024-05-01,2024 Q2,31,91,1333,60,71.67
235584,ARGENTINE CARE CENTER,MI,2024-06-01,2024 Q2,30,91,1195,60,66.39
235585,"TRANSITIONAL CARE COMMUNITY, LLC",MI,2024-04-01,2024 Q2,30,91,864,39,73.85
235585,"TRANSITIONAL CARE COMMUNITY, LLC",MI,2024-05-01,2024 Q2,31,91,847,39,70.06
235585,"TRANSITIONAL CARE COMMUNITY, LLC",MI,2024-06-01,2024 Q2,30,91,825,39,70.51
235587,FOUNTAIN BLEU HEALTH AND REHABILITATION CENTER,MI,2024-04-01,2024 Q2,30,91,3067,108,94.66
235587,FOUNTAIN BLEU HEALTH AND REHABILITATION CENTER,MI,2024-05-01,2024 Q2,31,91,3136,108,93.67
235587,FOUNTAIN BLEU HEALTH AND REHABILITATION CENTER,MI,2024-06-01,2024 Q2,30,91,2967,108,91.57
235588,MAPLE VALLEY NURSING HOME,MI,2024-04-01,2024 Q2,30,91,641,25,85.47
235588,MAPLE VALLEY NURSING HOME,MI,2024-05-01,2024 Q2,31,91,703,25,90.71
235588,MAPLE VALLEY NURSING HOME,MI,2024-06-01,2024 Q2,30,91,716,25,95.47
235589,LAKELAND CENTER (THE),MI,2024-04-01,2024 Q2,30,91,1967,91,72.05
235589,LAKELAND CENTER (THE),MI,2024-05-01,2024 Q2,31,91,1984,91,70.33
235589,LAKELAND CENTER (THE),MI,2024-06-01,2024 Q2,30,91,1996,91,73.11
235590,LIVONIA WOODS NURSING AND REHABILITATION,MI,2024-04-01,2024 Q2,30,91,1689,72,78.19
235590,LIVONIA WOODS NURSING AND REHABILITATION,MI,2024-05-01,2024 Q2,31,91,1030,72,46.15
235590,LIVONIA WOODS NURSING AND REHABILITATION,MI,2024-06-01,2024 Q2,30,91,93,72,4.31
235591,ROUBAL CARE AND REHAB CENTER,MI,2024-04-01,2024 Q2,30,91,1224,39,104.62
235591,ROUBAL CARE AND REHAB CENTER,MI,2024-05-01,2024 Q2,31,91,1150,39,95.12
235591,ROUBAL CARE AND REHAB CENTER,MI,2024-06-01,2024 Q2,30,91,1068,39,91.28
235592,HURON WOODS NURSING CENTER,MI,2024-04-01,2024 Q2,30,91,1391,60,77.28
235592,HURON WOODS NURSING CENTER,MI,2024-05-01,2024 Q2,31,91,1513,60,81.34
235592,HURON WOODS NURSING CENTER,MI,2024-06-01,2024 Q2,30,91,1511,60,83.94
235593,ALLEGRIA VILLAGE,MI,2024-04-01,2024 Q2,30,91,2031,89,76.07
235593,ALLEGRIA VILLAGE,MI,2024-05-01,2024 Q2,31,91,2421,89,87.75
235593,ALLEGRIA VILLAGE,MI,2024-06-01,2024 Q2,30,91,2603,89,97.49
235594,WEST WOODS OF NILES,MI,2024-04-01,2024 Q2,30,91,2905,121,80.03
235594,WEST WOODS OF NILES,MI,2024-05-01,2024 Q2,31,91,2895,121,77.18
235594,WEST WOODS OF NILES,MI,2024-06-01,2024 Q2,30,91,2702,121,74.44
235595,MISSION POINT NSG & PHYSICAL REHAB CTR OF DETROIT,MI,2024-04-01,2024 Q2,30,91,1628,59,91.98
235595,MISSION POINT NSG & PHYSICAL REHAB CTR OF DETROIT,MI,2024-05-01,2024 Q2,31,91,1723,59,94.20
235595,MISSION POINT NSG & PHYSICAL REHAB CTR OF DETROIT,MI,2024-06-01,2024 Q2,30,91,1673,59,94.52
235596,MISSION POINT NSG & PHY REHAB OF SUPERIOR WOODS,MI,2024-04-01,2024 Q2,30,91,2434,94,86.31
235596,MISSION POINT NSG & PHY REHAB OF SUPERIOR WOODS,MI,2024-05-01,2024 Q2,31,91,2604,94,89.36
235596,MISSION POINT NSG & PHY REHAB OF SUPERIOR WOODS,MI,2024-06-01,2024 Q2,30,91,2535,94,89.89
235598,RIVERIDGE REHABILITATION AND HEALTHCARE CENTER,MI,2024-04-01,2024 Q2,30,91,2375,84,94.25
235598,RIVERIDGE REHABILITATION AND HEALTHCARE CENTER,MI,2024-05-01,2024 Q2,31,91,2430,84,93.32
235598,RIVERIDGE REHABILITATION AND HEALTHCARE CENTER,MI,2024-06-01,2024 Q2,30,91,2336,84,92.70
235599,CARRIAGE HOUSE NURSING AND REHAB,MI,2024-04-01,2024 Q2,30,91,2800,120,77.78
235599,CARRIAGE HOUSE NURSING AND REHAB,MI,2024-05-01,2024 Q2,31,91,2789,120,74.97
235599,CARRIAGE HOUSE NURSING AND REHAB,MI,2024-06-01,2024 Q2,30,91,2850,120,79.17
235600,MEDILODGE OF MONTROSE INC,MI,2024-04-01,2024 Q2,30,91,3113,121,85.76
235600,MEDILODGE OF MONTROSE INC,MI,2024-05-01,2024 Q2,31,91,3323,121,88.59
235600,MEDILODGE OF MONTROSE INC,MI,2024-06-01,2024 Q2,30,91,2937,121,80.91
235601,IRON RIVER CARE CENTER,MI,2024-04-01,2024 Q2,30,91,1738,69,83.96
235601,IRON RIVER CARE CENTER,MI,2024-05-01,2024 Q2,31,91,1814,69,84.81
235601,IRON RIVER CARE CENTER,MI,2024-06-01,2024 Q2,30,91,1608,69,77.68
235602,HAZEL I FINDLAY COUNTRY MANOR,MI,2024-04-01,2024 Q2,30,91,2349,150,52.20
235602,HAZEL I FINDLAY COUNTRY MANOR,MI,2024-05-01,2024 Q2,31,91,2412,150,51.87
235602,HAZEL I FINDLAY COUNTRY MANOR,MI,2024-06-01,2024 Q2,30,91,2400,150,53.33
235605,COVENTRY HOUSE INN,MI,2024-04-01,2024 Q2,30,91,914,32,95.21
235605,COVENTRY HOUSE INN,MI,2024-05-01,2024 Q2,31,91,858,32,86.49
235605,COVENTRY HOUSE INN,MI,2024-06-01,2024 Q2,30,91,924,32,96.25
235606,FISHER SENIOR CARE AND REHAB,MI,2024-04-01,2024 Q2,30,91,1425,53,89.62
235606,FISHER SENIOR CARE AND REHAB,MI,2024-05-01,2024 Q2,31,91,1398,53,85.09
235606,FISHER SENIOR CARE AND REHAB,MI,2024-06-01,2024 Q2,30,91,1400,53,88.05
235608,STRATFORD PINES NURSING AND REHABILITATION CENTER,MI,2024-04-01,2024 Q2,30,91,2498,100,83.27
235608,STRATFORD PINES NURSING AND REHABILITATION CENTER,MI,2024-05-01,2024 Q2,31,91,2519,100,81.26
235608,STRATFORD PINES NURSING AND REHABILITATION CENTER,MI,2024-06-01,2024 Q2,30,91,2550,100,85.00
235609,THE ORCHARDS AT ARMADA,MI,2024-04-01,2024 Q2,30,91,1867,67,92.89
235609,THE ORCHARDS AT ARMADA,MI,2024-05-01,2024 Q2,31,91,1930,67,92.92
235609,THE ORCHARDS AT ARMADA,MI,2024-06-01,2024 Q2,30,91,1728,67,85.97
235611,ORCHARD CREEK SKILLED NURSING,MI,2024-04-01,2024 Q2,30,91,620,22,93.94
235611,ORCHARD CREEK SKILLED NURSING,MI,2024-05-01,2024 Q2,31,91,645,22,94.57
235611,ORCHARD CREEK SKILLED NURSING,MI,2024-06-01,2024 Q2,30,91,524,22,79.39
235612,FREEMAN NURSING & REHAB COMMUNITY,MI,2024-04-01,2024 Q2,30,91,956,39,81.71
235612,FREEMAN NURSING & REHAB COMMUNITY,MI,2024-05-01,2024 Q2,31,91,979,39,80.98
235612,FREEMAN NURSING & REHAB COMMUNITY,MI,2024-06-01,2024 Q2,30,91,881,39,75.30
235613,MAPLE MANOR REHAB CENTER,MI,2024-04-01,2024 Q2,30,91,1199,59,67.74
235613,MAPLE MANOR REHAB CENTER,MI,2024-05-01,2024 Q2,31,91,1370,59,74.90
235613,MAPLE MANOR REHAB CENTER,MI,2024-06-01,2024 Q2,30,91,1290,59,72.88
235614,COVENANT VILLAGE OF THE GREAT LAKES,MI,2024-04-01,2024 Q2,30,91,935,37,84.23
235614,COVENANT VILLAGE OF THE GREAT LAKES,MI,2024-05-01,2024 Q2,31,91,1017,37,88.67
235614,COVENANT VILLAGE OF THE GREAT LAKES,MI,2024-06-01,2024 Q2,30,91,896,37,80.72
235615,CARETEL INNS OF BRIGHTON,MI,2024-04-01,2024 Q2,30,91,1711,60,95.06
235615,CARETEL INNS OF BRIGHTON,MI,2024-05-01,2024 Q2,31,91,1823,60,98.01
235615,CARETEL INNS OF BRIGHTON,MI,2024-06-01,2024 Q2,30,91,1612,60,89.56
235617,REGENCY MANOR NURSING & REHABILITATION CENTER,MI,2024-04-01,2024 Q2,30,91,810,39,69.23
235617,REGENCY MANOR NURSING & REHABILITATION CENTER,MI,2024-05-01,2024 Q2,31,91,944,39,78.08
235617,REGENCY MANOR NURSING & REHABILITATION CENTER,MI,2024-06-01,2024 Q2,30,91,945,39,80.77
235618,OPTALIS HEALTH AND REHABILITATION OF CANTON,MI,2024-04-01,2024 Q2,30,91,2682,150,59.60
235618,OPTALIS HEALTH AND REHABILITATION OF CANTON,MI,2024-05-01,2024 Q2,31,91,2442,150,52.52
235618,OPTALIS HEALTH AND REHABILITATION OF CANTON,MI,2024-06-01,2024 Q2,30,91,2083,150,46.29
235619,CHURCH OF CHRIST CARE CENTER,MI,2024-04-01,2024 Q2,30,91,3081,129,79.61
235619,CHURCH OF CHRIST CARE CENTER,MI,2024-05-01,2024 Q2,31,91,3334,129,83.37
235619,CHURCH OF CHRIST CARE CENTER,MI,2024-06-01,2024 Q2,30,91,3112,129,80.41
235621,REGENCY ON THE LAKE - FORT GRATIOT,MI,2024-04-01,2024 Q2,30,91,3659,130,93.82
235621,REGENCY ON THE LAKE - FORT GRATIOT,MI,2024-05-01,2024 Q2,31,91,3900,130,96.77
235621,REGENCY ON THE LAKE - FORT GRATIOT,MI,2024-06-01,2024 Q2,30,91,3615,130,92.69
235622,QUALICARE NURSING HOME,MI,2024-04-01,2024 Q2,30,91,2740,96,95.14
235622,QUALICARE NURSING HOME,MI,2024-05-01,2024 Q2,31,91,2925,96,98.29
235622,QUALICARE NURSING HOME,MI,2024-06-01,2024 Q2,30,91,2789,96,96.84
235623,"ROYALTON MANOR, L L C",MI,2024-04-01,2024 Q2,30,91,2300,123,62.33
235623,"ROYALTON MANOR, L L C",MI,2024-05-01,2024 Q2,31,91,2299,123,60.29
235623,"ROYALTON MANOR, L L C",MI,2024-06-01,2024 Q2,30,91,2434,123,65.96
235624,PORTAGEPOINTE,MI,2024-04-01,2024 Q2,30,91,1753,60,97.39
235624,PORTAGEPOINTE,MI,2024-05-01,2024 Q2,31,91,1812,60,97.42
235624,PORTAGEPOINTE,MI,2024-06-01,2024 Q2,30,91,1739,60,96.61
235625,WEST WOODS OF BRIDGMAN,MI,2024-04-01,2024 Q2,30,91,2290,92,82.97
235625,WEST WOODS OF BRIDGMAN,MI,2024-05-01,2024 Q2,31,91,2296,92,80.50
235625,WEST WOODS OF BRIDGMAN,MI,2024-06-01,2024 Q2,30,91,2072,92,75.07
235626,OPTALIS HEALTH AND REHABILITATION OF TROY,MI,2024-04-01,2024 Q2,30,91,1942,160,40.46
235626,OPTALIS HEALTH AND REHABILITATION OF TROY,MI,2024-05-01,2024 Q2,31,91,2261,160,45.58
235626,OPTALIS HEALTH AND REHABILITATION OF TROY,MI,2024-06-01,2024 Q2,30,91,1855,160,38.65
235628,JAMIESON NURSING HOME,MI,2024-04-01,2024 Q2,30,91,624,39,53.33
235628,JAMIESON NURSING HOME,MI,2024-05-01,2024 Q2,31,91,623,39,51.53
235628,JAMIESON NURSING HOME,MI,2024-06-01,2024 Q2,30,91,611,39,52.22
235630,MEDILODGE OF WYOMING,MI,2024-04-01,2024 Q2,30,91,2254,80,93.92
235630,MEDILODGE OF WYOMING,MI,2024-05-01,2024 Q2,31,91,2362,80,95.24
235630,MEDILODGE OF WYOMING,MI,2024-06-01,2024 Q2,30,91,2263,80,94.29
235632,THE ORCHARDS AT SAMARITAN,MI,2024-04-01,2024 Q2,30,91,3094,120,85.94
235632,THE ORCHARDS AT SAMARITAN,MI,2024-05-01,2024 Q2,31,91,3408,120,91.61
235632,THE ORCHARDS AT SAMARITAN,MI,2024-06-01,2024 Q2,30,91,3291,120,91.42
235633,BEACON HILL AT EASTGATE,MI,2024-04-01,2024 Q2,30,91,748,29,85.98
235633,BEACON HILL AT EASTGATE,MI,2024-05-01,2024 Q2,31,91,773,29,85.98
235633,BEACON HILL AT EASTGATE,MI,2024-06-01,2024 Q2,30,91,715,29,82.18
235634,FOX RUN VILLAGE,MI,2024-04-01,2024 Q2,30,91,1140,44,86.36
235634,FOX RUN VILLAGE,MI,2024-05-01,2024 Q2,31,91,1161,44,85.12
235634,FOX RUN VILLAGE,MI,2024-06-01,2024 Q2,30,91,1092,44,82.73
235635,CARETEL INNS OF TRI-CITIES,MI,2024-04-01,2024 Q2,30,91,1563,60,86.83
235635,CARETEL INNS OF TRI-CITIES,MI,2024-05-01,2024 Q2,31,91,1711,60,91.99
235635,CARETEL INNS OF TRI-CITIES,MI,2024-06-01,2024 Q2,30,91,1597,60,88.72
235636,LAURELS OF CARSON CITY,MI,2024-04-01,2024 Q2,30,91,2244,82,91.22
235636,LAURELS OF CARSON CITY,MI,2024-05-01,2024 Q2,31,91,2393,82,94.14
235636,LAURELS OF CARSON CITY,MI,2024-06-01,2024 Q2,30,91,2297,82,93.37
235637,PLAINWELL PINES NURSING AND REHABILITATION COMMUNI,MI,2024-04-01,2024 Q2,30,91,954,39,81.54
235637,PLAINWELL PINES NURSING AND REHABILITATION COMMUNI,MI,2024-05-01,2024 Q2,31,91,991,39,81.97
235637,PLAINWELL PINES NURSING AND REHABILITATION COMMUNI,MI,2024-06-01,2024 Q2,30,91,951,39,81.28
235638,MEDILODGE OF HOLLAND,MI,2024-04-01,2024 Q2,30,91,2157,77,93.38
235638,MEDILODGE OF HOLLAND,MI,2024-05-01,2024 Q2,31,91,2204,77,92.33
235638,MEDILODGE OF HOLLAND,MI,2024-06-01,2024 Q2,30,91,2069,77,89.57
235639,THE OAKS AT BYRON CENTER,MI,2024-04-01,2024 Q2,30,91,1680,60,93.33
235639,THE OAKS AT BYRON CENTER,MI,2024-05-01,2024 Q2,31,91,1763,60,94.78
235639,THE OAKS AT BYRON CENTER,MI,2024-06-01,2024 Q2,30,91,1631,60,90.61
235641,CHESANING NURSING AND REHABILITATION CENTER,MI,2024-04-01,2024 Q2,30,91,1092,51,71.37
235641,CHESANING NURSING AND REHABILITATION CENTER,MI,2024-05-01,2024 Q2,31,91,1056,51,66.79
235641,CHESANING NURSING AND REHABILITATION CENTER,MI,2024-06-01,2024 Q2,30,91,1006,51,65.75
235642,WESTLAKE HEALTH CAMPUS,MI,2024-04-01,2024 Q2,30,91,1717,61,93.83
235642,WESTLAKE HEALTH CAMPUS,MI,2024-05-01,2024 Q2,31,91,1832,61,96.88
235642,WESTLAKE HEALTH CAMPUS,MI,2024-06-01,2024 Q2,30,91,1796,61,98.14
235643,ST ANNS HOME,MI,2024-04-01,2024 Q2,30,91,1407,55,85.27
235643,ST ANNS HOME,MI,2024-05-01,2024 Q2,31,91,1566,55,91.85
235643,ST ANNS HOME,MI,2024-06-01,2024 Q2,30,91,1462,55,88.61
235644,HICKORY RIDGE OF TEMPERANCE,MI,2024-04-01,2024 Q2,30,91,2320,88,87.88
235644,HICKORY RIDGE OF TEMPERANCE,MI,2024-05-01,2024 Q2,31,91,2402,88,88.05
235644,HICKORY RIDGE OF TEMPERANCE,MI,2024-06-01,2024 Q2,30,91,2433,88,92.16
235646,CARETEL INNS OF LINDEN,MI,2024-04-01,2024 Q2,30,91,1422,60,79.00
235646,CARETEL INNS OF LINDEN,MI,2024-05-01,2024 Q2,31,91,1453,60,78.12
235646,CARETEL INNS OF LINDEN,MI,2024-06-01,2024 Q2,30,91,1423,60,79.06
235647,MEDILODGE OF OKEMOS,MI,2024-04-01,2024 Q2,30,91,2520,100,84.00
235647,MEDILODGE OF OKEMOS,MI,2024-05-01,2024 Q2,31,91,2521,100,81.32
235647,MEDILODGE OF OKEMOS,MI,2024-06-01,2024 Q2,30,91,2565,100,85.50
235648,IHM SENIOR LIVING COMMUNITY,MI,2024-04-01,2024 Q2,30,91,1446,58,83.10
235648,IHM SENIOR LIVING COMMUNITY,MI,2024-05-01,2024 Q2,31,91,1622,58,90.21
235648,IHM SENIOR LIVING COMMUNITY,MI,2024-06-01,2024 Q2,30,91,1507,58,86.61
235649,VALLEY HEALTH CENTER,MI,2024-04-01,2024 Q2,30,91,503,20,83.83
235649,VALLEY HEALTH CENTER,MI,2024-05-01,2024 Q2,31,91,537,20,86.61
235649,VALLEY HEALTH CENTER,MI,2024-06-01,2024 Q2,30,91,516,20,86.00
235650,MEDILODGE OF MILFORD,MI,2024-04-01,2024 Q2,30,91,3086,111,92.67
235650,MEDILODGE OF MILFORD,MI,2024-05-01,2024 Q2,31,91,3091,111,89.83
235650,MEDILODGE OF MILFORD,MI,2024-06-01,2024 Q2,30,91,3055,111,91.74
235651,BISHOP NOA HOME FOR SENIOR CITIZENS,MI,2024-04-01,2024 Q2,30,91,1795,81,73.87
235651,BISHOP NOA HOME FOR SENIOR CITIZENS,MI,2024-05-01,2024 Q2,31,91,1938,81,77.18
235651,BISHOP NOA HOME FOR SENIOR CITIZENS,MI,2024-06-01,2024 Q2,30,91,1834,81,75.47
235652,THE TIMBERS OF CASS COUNTY,MI,2024-04-01,2024 Q2,30,91,3005,108,92.75
235652,THE TIMBERS OF CASS COUNTY,MI,2024-05-01,2024 Q2,31,91,3127,108,93.40
235652,THE TIMBERS OF CASS COUNTY,MI,2024-06-01,2024 Q2,30,91,3080,108,95.06
