PROVIDER_ID,PROVIDER_NAME,STATE,OVERALL_RATING,SHORT_STAY_RATING,LONG_STAY_RATING
015453,"COLUMBIANA HEALTH AND REHABILITATION, LLC",AL,3,1,4
555485,KINGS HEALTHCARE & WELLNESS CENTER LP,CA,3,4,5
185483,RADCLIFF VETERANS CENTER,KY,3,,3
415040,ROYAL MIDDLETOWN NURSING CENTER,RI,3,2,3
265794,HEISINGER BLUFFS REHAB AND HEALTHCARE CENTER,MO,3,,4
115682,BUDD TERRACE AT WESLEY WOODS,GA,3,5,3
465186,MAPLE SPRINGS SENIOR LIVING,UT,3,5,4
155830,HARRISON'S CROSSING HEALTH CAMPUS,IN,3,5,5
045384,WOODBRIAR NURSING HOME,AR,3,1,1
245483,THE NORTH SHORE ESTATES LLC,MN,3,2,3
375353,GREENBRIER NURSING HOME,OK,3,4,2
445221,THE KINGS DAUGHTERS AND SONS,TN,3,2,2
395917,BRINTON MANOR NURSING AND REHABILITATION CENTER,PA,3,4,3
055104,SUNSET MANOR CONV HOSP,CA,3,4,5
675329,LEVELLAND NURSING & REHABILITATION CENTER,TX,3,,4
175245,EDWARDSVILLE CARE AND REHAB,KS,3,,5
675996,COLUMBUS OAKS HEALTHCARE COMMUNITY,TX,3,2,3
055706,THE ORCHARD - POST ACUTE CARE,CA,3,5,5
105349,ALLIANCE HEALTH AND REHABILITATION CENTER,FL,3,5,2
335159,ROSS CENTER FOR NURSING AND REHABILITATION,NY,3,2,2
015375,ANNISTON HEALTH AND REHAB SERVICES,AL,3,3,4
106012,LIFE CARE CENTER OF PORT SAINT LUCIE,FL,3,5,5
675446,PRAIRIE MEADOWS REHABILITATION AND HEALTHCARE CENT,TX,3,3,3
555885,SHERMAN OAKS HOSPITAL SNF DP,CA,3,,4
315054,OUR LADYS CENTER FOR REHABILITATION & HEALTHCARE,NJ,3,4,5
395333,ROBERT PACKER HOSPITAL SKILLED CARE AND REHABILIT,PA,3,2,2
365432,DIPLOMAT HEALTHCARE,OH,3,,4
305056,MERRIMACK COUNTY NURSING HOME,NH,3,3,2
395629,MT MACRINA MANOR,PA,3,4,2
555049,LODI NURSING & REHABILITATION,CA,3,3,4
225608,VICTORIA HAVEN NURSING FACILITY,MA,3,2,2
055649,"TULARE HEALTHCARE & WELLNESS CENTER, LP",CA,3,4,5
335490,BETHEL NURSING HOME COMPANY INC,NY,3,4,2
235714,WINDEMERE PARK HEALTH AND REHAB CENTER,MI,3,4,1
145494,MCLEAN COUNTY NURSING HOME,IL,3,4,2
065211,"FAIRACRES MANOR, INC.",CO,3,5,4
205083,MADIGAN ESTATES,ME,3,3,2
675645,MESA SPRINGS HEALTHCARE CENTER,TX,3,4,4
366394,"AVENUE CARE AND REHABILITATION CENTER, THE",OH,3,2,5
145307,"GROVE OF LAGRANGE PARK, THE",IL,3,2,5
065308,WHEATRIDGE CARE CENTER,CO,3,5,4
285087,TIFFANY SQUARE,NE,3,5,3
055335,LA PALOMA HEALTHCARE CENTER,CA,3,4,5
105791,DELANEY PARK HEALTH AND REHABILITATION CENTER,FL,3,5,5
455952,CLEVELAND HEALTH CARE CENTER,TX,3,3,3
395628,RENAISSANCE HEALTHCARE & REHABILITATION CENTER,PA,3,3,3
145350,"PEARL OF ROLLING MEADOWS,THE",IL,3,5,2
215118,FUTURE CARE OLD COURT,MD,3,3,3
255119,DIVERSICARE OF AMORY,MS,3,5,5
495398,DINWIDDIE HEALTH AND REHAB CENTER,VA,3,2,1
505383,SULLIVAN PARK CARE CENTER,WA,3,3,5
065235,PIONEER HEALTH CARE CENTER,CO,3,,5
425027,MOUNTAINVIEW NURSING HOME,SC,3,,5
235285,MEDILODGE OF LANSING,MI,3,5,4
375508,THE REGENCY SKILLED NURSING AND THERAPY,OK,3,2,4
105687,SOLARIS HEALTHCARE PARKWAY,FL,3,4,5
165514,RAMSEY VILLAGE,IA,3,3,2
525454,OAKWOOD HEALTH SERVICES,WI,3,5,5
395692,TRANSITIONS HEALTHCARE WASHINGTON PA,PA,3,3,2
155790,BRIDGEWATER HEALTHCARE CENTER,IN,3,5,5
345515,PRUITTHEALTH-TOWN CENTER,NC,3,5,4
146023,"ARTHUR HOME, THE",IL,3,5,2
235289,VILLA AT BORGESS PLACE,MI,3,3,4
676476,THE HEIGHTS ON VALLEY RANCH,TX,3,3,5
335857,WILKINSON RESIDENTIAL HEALTH CARE FACILITY,NY,3,4,4
335239,"CLOVE LAKES HEALTH CARE AND REHAB CENTER, INC",NY,3,5,5
235655,REGENCY AT WESTLAND,MI,3,2,4
525626,CHRISTIAN COMMUNITY HOME,WI,3,5,2
055181,SAN GABRIEL CONV CENTER,CA,3,4,5
24E116,ANDREW RESIDENCE,MN,3,,4
265848,COMMUNITIES OF WILDWOOD RANCH,MO,3,1,1
445112,TREVECCA CENTER FOR REHABILITATION AND HEALING LLC,TN,3,4,5
676419,LA HACIENDA DE PAZ REHABILITATION AND CARE CENTER,TX,3,4,4
195637,REGENCY HOUSE OF ALEXANDRIA,LA,3,1,2
676424,FARMERSVILLE HEALTH AND REHABILITATION,TX,3,2,4
345350,COURTLAND TERRACE,NC,3,4,2
175297,TOPEKA PRESBYTERIAN MANOR,KS,3,1,3
115381,"COTTAGES AT ROCKMART, THE",GA,3,5,3
395013,ELDERCREST HEALTHCARE AND REHABILITATION CENTER,PA,3,5,5
675058,HOMEPLACE MANOR,TX,3,,5
675326,CENTRAL TEXAS NURSING & REHABILITATION,TX,3,,4
056370,BETHESDA HOME,CA,3,,4
185389,EDGEMONT HEALTHCARE,KY,3,,1
105803,"TERRACE OF HIALEAH, THE",FL,3,2,2
375563,TIDWELL LIVING CENTER,OK,3,,4
145476,OREGON LIVING AND REHABILITATION CENTER,IL,3,3,5
075347,SUFFIELD HOUSE REHABILITATION AND HEALTHCARE CENTE,CT,3,3,2
366379,ELIZA AT CHAGRIN FALLS,OH,3,4,
425360,C M TUCKER JR NURSING CARE CENTER  RODDEY PAVILION,SC,3,,2
075410,AARON MANOR NURSING & REHABILITATION,CT,3,4,3
555802,COUNTRY CREST POST-ACUTE,CA,3,5,4
146177,RESTHAVE HOME-WHITESIDE COUNTY,IL,3,1,2
455925,VERANDA REHABILITATION AND HEALTHCARE,TX,3,3,5
155389,WESTPARK A WATERS COMMUNITY,IN,3,4,5
555246,VISTA VIEW POST ACUTE,CA,3,5,5
435044,GOOD SAMARITAN SOCIETY LUTHER MANOR,SD,3,4,3
065309,WASHINGTON COUNTY NURSING HOME,CO,3,,4
065345,"SUITES AT SOMEREN GLEN CARE CENTER, THE",CO,3,5,5
235335,GLADWIN NURSING AND REHABILITATION COMMUNITY,MI,3,3,2
355082,SMP HEALTH - AVE MARIA,ND,3,3,3
265335,WILLOW CARE NURSING HOME,MO,3,1,2
265839,ABBEY SENIOR HEALTH,MO,3,3,2
106041,HARBOURWOOD POST-ACUTE AND REHABILITATION CENTER,FL,3,3,4
366452,"LAKES OF SYLVANIA, THE",OH,3,3,5
676010,LEGACY REHABILITATION AND LIVING,TX,3,2,5
676496,ADVANCED REHABILITATION & HEALTHCARE OF BURLESON,TX,3,5,2
275129,IMMANUEL SKILLED CARE CENTER,MT,3,1,1
215244,DEVLIN MANOR NURSING AND REHABILITATION CENTER,MD,3,3,2
165291,"FRIENDSHIP HAVEN, INC",IA,3,4,5
145624,FLORA GARDENS CARE CENTER,IL,3,3,1
056293,ALCOTT REHABILITATION HOSPITAL,CA,3,5,5
155343,LIFE CARE CENTER OF LAGRANGE,IN,3,3,4
265766,ELLISVILLE REHABILITATION AND NURSING,MO,3,2,5
675025,GOOD SAMARITAN SOCIETY--WHITE ACRES,TX,3,2,3
525391,WISCONSIN DELLS HEALTH SERVICES,WI,3,5,5
425317,IVA POST-ACUTE,SC,3,2,5
135066,POWER COUNTY SKILLED NURSING FACILITY,ID,3,,2
525172,JEWISH HOME AND CARE CENTER,WI,3,4,4
525342,GREEN BAY HEALTH SERVICES,WI,3,5,1
225436,"BOSTONIAN NURSING CARE & REHABILITATION CTR, THE",MA,3,2,2
235332,"WESTLAND, A VILLA CENTER",MI,3,5,5
105790,SOLARIS SENIOR LIVING NORTH NAPLES,FL,3,4,2
365456,CIRCLEVILLE POST-ACUTE,OH,3,3,5
285193,GOOD SAMARITAN SOCIETY - OSCEOLA,NE,3,,5
225456,OCEANSIDE REHABILITATION AND NURSING CENTER,MA,3,5,4
445253,RIVER GROVE HEALTH AND REHABILITATION,TN,3,2,2
555030,COLLEGE VISTA POST-ACUTE,CA,3,5,5
245471,THE WATERVIEW SHORES LLC,MN,3,1,2
676131,BROOKDALE LAKEWAY SNF,TX,3,4,3
335330,CORNING CENTER FOR REHABILITATION AND HEALTHCARE,NY,3,3,5
055929,CRYSTAL COVE CARE CENTER,CA,3,5,4
49A007,OUR LADY OF PEACE INC,VA,3,,4
056321,OLYMPIA CONVALESCENT HOSPITAL,CA,3,2,5
455968,GRAHAM OAKS CARE CENTER,TX,3,1,4
155725,UNIVERSITY PLACE HEALTH CENTER AND ASSISTED LIVING,IN,3,4,4
075367,MEADOWBROOK OF GRANBY,CT,3,4,4
365625,ALTERCARE OF BUCYRUS CENTER FO,OH,3,5,5
115613,GIBSON HEALTH OPCO LLC,GA,3,,4
175273,LINCOLN CARE AND REHAB,KS,3,,5
115471,HEART OF GEORGIA NURSING HOME,GA,3,3,3
366367,ALTERCARE OF CANAL WINCHESTER POST-ACUTE RC,OH,3,5,5
455608,HACIENDA OAKS AT BEEVILLE,TX,3,5,3
115146,ORCHARD VIEW REHABILITATION & SKILLED NURSING CTR,GA,3,4,1
155133,"BELMONT HEALTH & REHABILITATION, THE",IN,3,4,3
165599,CEDAR MANOR NURSING HOME,IA,3,5,4
115657,SOUTHERN PINES,GA,3,3,1
345219,MAGNOLIA LANE NURSING AND REHABILITATION CENTER,NC,3,4,4
435106,GOOD SAMARITAN SOCIETY WAGNER,SD,3,,
345164,CHOWAN RIVER NURSING AND REHABILITATION CENTER,NC,3,2,5
195496,ROSEVIEW NURSING AND REHABILITATION CENTER,LA,3,1,1
195519,SOUTHERN HILLS HEALTHCARE AND REHABILITATION,LA,3,1,1
155332,HERITAGE HOUSE REHABILITATION & HEALTH CARE CENTER,IN,3,3,5
455641,PALO DURO NURSING HOME,TX,3,,2
375527,GARLAND ROAD NURSING & REHAB CENTER,OK,3,5,4
395603,CARING HEIGHTS COMMUNITY CARE & REHAB CTR,PA,3,2,5
315244,PREFERRED CARE AT ABSECON,NJ,3,4,
225341,WILLIAMSTOWN COMMONS NURSING & REHAB,MA,3,4,2
146094,EDEN VISTA BURR RIDGE,IL,3,1,
085048,CADIA REHABILITATION CAPITOL,DE,3,5,5
056109,WOODLAND POST-ACUTE,CA,3,5,5
065354,COLOROW HEALTH CARE LLC,CO,3,5,4
235441,SKLD WYOMING,MI,3,2,4
245213,EBENEZER RIDGES GERIATRIC CARE CENTER,MN,3,2,3
055516,CHICO TERRACE CARE CENTER,CA,3,3,5
015433,ST MARTIN'S IN THE PINES,AL,3,3,5
275047,LIVINGSTON HEALTH & REHABILITATION CENTER,MT,3,3,1
245450,THREE LINKS CARE CENTER,MN,3,4,4
345319,ELDERBERRY HEALTH CARE,NC,3,3,3
055041,ROYAL CARE SKILLED NURSING CTR,CA,3,3,5
105998,VIVO HEALTHCARE WINTER HAVEN,FL,3,4,5
065217,CANON LODGE CARE CENTER,CO,3,4,1
195408,HERITAGE MANOR SOUTH,LA,3,2,2
345383,SCOTTISH PINES REHABILITATION AND NURSING CENTER,NC,3,2,1
555022,SENECA DISTRICT HOSPITAL D/P SNF,CA,3,,1
345482,BROOKDALE CARRIAGE CLUB PROVIDENCE,NC,3,3,
235379,MEDILODGE OF TAWAS CITY,MI,3,4,5
155263,SYCAMORE CARE STRATEGIES,IN,3,5,3
275067,GLENDIVE MEDICAL CENTER N H,MT,3,,1
235026,GOGEBIC MEDICAL CARE FACILITY,MI,3,1,1
155477,"LANE HOUSE, THE",IN,3,,2
495216,STANLEYTOWN HEALTH AND REHABILITATION CENTER,VA,3,3,3
195577,PRAIRIE MANOR NURSING HOME,LA,3,2,1
255275,"MAGNOLIA SENIOR CARE, LLC",MS,3,,2
335022,SANDS POINT CENTER FOR HEALTH AND REHABILITATION,NY,3,5,5
365681,WINDSOR LANE HEALTHCARE CENTER,OH,3,,5
345367,"LIBERTY HC SVCS OF GOLDEN YEARS NSG CTR, LLC",NC,3,,4
106126,BEDROCK REHABILITATION AND NURSING CENTER AT LAKE,FL,3,4,4
315223,AVALON REHABILITATION AND HEALTHCARE CENTER,NJ,3,5,4
495374,NORTON COMMUNITY HOSPITAL SNF UNIT,VA,3,,
065124,HOLLY HEIGHTS CARE AND REHABILITATION,CO,3,,4
515188,LINDSIDE HEALTHCARE CENTER,WV,3,3,3
365934,CRESTWOOD RIDGE SKILLED NURSING AND REHAB,OH,3,3,5
185341,GREEN ACRES HEALTHCARE,KY,3,4,3
215117,"STELLA MARIS, INC.",MD,3,4,1
105492,BEACH BREEZE REHAB AND CARE CENTER,FL,3,1,4
675539,THE BRADFORD AT BROOKSIDE,TX,3,2,4
145952,BEARDSTOWN HEALTH & REHAB CTR,IL,3,2,2
365026,WEXNER HERITAGE HOUSE,OH,3,5,5
445155,DOVER CARE CENTER,TN,3,1,4
075232,COBALT LODGE HEALTH CARE AND REHABILITATION CENTER,CT,3,,4
235614,COVENANT VILLAGE OF THE GREAT LAKES,MI,3,5,1
32E032,COLFAX GENERAL LTC,NM,3,,3
355087,WEDGEWOOD MANOR,ND,3,,4
115565,ROSEMONT AT STONE MOUNTAIN,GA,3,1,3
235482,FENTON HEALTHCARE,MI,3,3,2
165509,THE ALVERNO HEALTH CARE FACILITY,IA,3,4,2
105983,SARASOTA CENTER FOR NURSING & REHABILITATION,FL,3,5,4
205095,"KENNEBUNK CENTER FOR HEALTH & REHABILITATION, LLC",ME,3,3,2
676041,THE MISSION AT BLUE SKIES OF TEXAS EAST,TX,3,3,3
555208,WESTGATE GARDENS CARE CENTER,CA,3,5,5
366374,TRUEMAN POINTE CARE CENTER,OH,3,2,5
065420,CASTLE PEAK SENIOR LIFE AND REHABILITATION,CO,3,5,3
51E124,LAKIN HOSPITAL,WV,3,,1
315462,TALLWOODS CARE CENTER,NJ,3,4,5
245307,CORNERSTONE NSG & REHAB CENTER,MN,3,,3
395041,TWINBROOK HEALTHCARE AND REHABILITATION CENTER,PA,3,5,4
315452,PEACE CARE ST JOSEPH'S,NJ,3,5,4
265755,RICHLAND CARE CENTER INC,MO,3,,3
676014,TWILIGHT HOME,TX,3,3,4
295098,SAGE CREEK POST-ACUTE,NV,3,4,
365350,MAPLE KNOLL VILLAGE,OH,3,3,5
465078,HIGHLAND CARE CENTER,UT,3,5,4
195501,HARVEST MANOR HEALTHCARE AND REHABILITATION CENTER,LA,3,4,4
225176,AGAWAM SOUTH REHAB AND NURSING,MA,3,3,4
676165,PARK MANOR OF TOMBALL,TX,3,5,5
115570,CAMELLIA GARDENS OF LIFE CARE,GA,3,2,3
395402,POTTSTOWN SKILLED NURSING AND REHABILITATION CENTE,PA,3,2,2
555879,ALL SAINT'S MAUBERT,CA,3,1,
175484,SALEM HOME,KS,3,,3
395819,CARING HEART REHABILITATION AND NURSING CENTER,PA,3,3,3
366215,LANFAIR CENTER FOR REHAB & NSG CARE INC,OH,3,5,4
395953,SUNSET RIDGE REHABILITATION AND NURSING CENTER,PA,3,5,4
055157,VIRGIL REHABILITATION & SKILLED NURSING CENTER,CA,3,5,5
265769,"SUMMIT, THE",MO,3,,5
365743,WRIGHT REHABILITATION AND HEALTHCARE CENTER,OH,3,5,5
385220,REGENCY ALBANY,OR,3,5,1
145724,ADDOLORATA VILLA,IL,3,3,3
505510,AVALON CARE CENTER -  FEDERAL WAY,WA,3,5,5
145910,CALHOUN NURSING & REHAB CENTER,IL,3,1,3
375474,"OSAGE NURSING HOME, LLC",OK,3,,3
335053,ELCOR NURSING  AND REHABILITATION CENTER,NY,3,3,
165513,LUTHER MANOR COMMUNITIES,IA,3,2,2
676304,CREEKSIDE VILLAGE,TX,3,1,1
335162,THE GRAND REHABILITATION AND NURSING AT SOUTH POIN,NY,3,3,4
285185,GOOD SAMARITAN SOCIETY - COLONIAL VILLA,NE,3,,3
106119,SOLARIS HEALTHCARE WATERMAN,FL,3,5,4
345301,WHITE OAK MANOR - BURLINGTON,NC,3,2,1
185461,GLEN RIDGE HEALTH CAMPUS,KY,3,5,5
335228,BRIDGEWATER CENTER FOR REHAB & NURSING L L C,NY,3,4,3
215224,AUTUMN LAKE HEALTHCARE AT SILVER SPRING,MD,3,3,5
245469,ESSENTIA HEALTH NORTHERN PINES MEDICAL CENTER,MN,3,,4
355123,BETHANY ON 42ND,ND,3,1,5
505211,PUYALLUP NURSING AND REHABILITATION CENTER,WA,3,3,2
425407,THE LODGE AT WELLMORE- TEGA CAY,SC,3,3,2
676390,LEXINGTON MEDICAL LODGE,TX,3,4,3
43A138,MEDICINE WHEEL VILLAGE,SD,3,,5
215234,CARRIAGE HILL BETHESDA,MD,3,4,4
335284,CENTRAL ISLAND HEALTHCARE,NY,3,4,5
056433,VERMONT HEALTHCARE CENTER,CA,3,4,5
225394,WOBURN REHABILITATION AND NURSING CENTER,MA,3,3,4
345228,RIDGEWOOD LIVING & REHAB CENTER,NC,3,3,2
065285,SILVER HEIGHTS SKILLED NURSING AND REHABILITATION,CO,3,,5
345279,THE CARROLTON OF NASH,NC,3,3,3
045142,THE SPRINGS OF PARK AVE,AR,3,1,5
045301,OAK MANOR NURSING AND REHABILITATION CENTER INC,AR,3,2,3
205149,KATAHDIN HEALTH CARE LLC,ME,3,,2
676308,SAN GABRIEL REHABILITATION AND CARE CENTER,TX,3,4,3
055185,GARDEN CITY HEALTHCARE CENTER,CA,3,4,5
366078,"LAURELS OF MASSILLON, THE",OH,3,2,5
675904,WINDFLOWER HEALTH CENTER,TX,3,3,3
155104,HERITAGE CENTER,IN,3,5,4
395876,CUMBERLAND CROSSINGS RETIREMENT COMMUNITY,PA,3,3,5
265343,DELMAR GARDENS OF CREVE COEUR,MO,3,4,4
415107,KINGSTON CENTER FOR REHABILITATION AND HEALTH CARE,RI,3,,1
056411,PARK VIEW POST ACUTE,CA,3,3,3
175558,THE HEALTHCARE RESORT OF LEAWOOD - IRON HORSE HLTH,KS,3,4,4
375491,BROADWAY LIVING CENTER,OK,3,,2
315217,ARISTACARE AT NORWOOD TERRACE,NJ,3,3,5
155154,SPRING MILL MEADOWS,IN,3,3,3
265167,HIGHLAND REHABILITATION & HEALTH CARE CENTER,MO,3,3,5
225480,MISSION CARE AT HOLYOKE,MA,3,,3
505344,CANTERBURY HOUSE,WA,3,5,3
105786,NURSING & REHABILITATION CENTER OF BAYONET POINT,FL,3,3,5
555261,ACC CARE CENTER,CA,3,4,4
185047,"FULTON NURSING AND REHABILITATION, LLC",KY,3,1,3
146029,FRANCISCAN VILLAGE,IL,3,1,3
375275,WARR ACRES NURSING CENTER,OK,3,,5
106083,FREEDOM POINTE HEALTH CENTER,FL,3,3,3
015206,DECATUR HEALTH & REHAB CENTER,AL,3,5,2
195257,"PLANTATION MANOR NURSING AND REHAB CENTER, LLC",LA,3,1,1
315341,COMPLETE CARE AT CLARK LLC,NJ,3,5,5
385225,EVAN TERRACE POST ACUTE,OR,3,2,2
345267,"BLADEN EAST HEALTH AND REHAB, LLC",NC,3,,1
235176,REGENCY AT FREMONT,MI,3,5,4
335655,MIDDLETOWN PARK REHAB & HEALTH CARE CENTER,NY,3,4,5
675251,COUNTRY MEADOWS NURSING & REHABILITATION CENTER,TX,3,,3
675049,CORONADO HEALTHCARE CENTER,TX,3,3,5
555245,NORTH PARK POST-ACUTE,CA,3,3,5
676233,BANDERA NURSING & REHABILITATION,TX,3,3,4
225369,JML CARE CENTER  INC,MA,3,4,1
495244,AUTUMN CARE OF MADISON,VA,3,5,3
335533,ABSOLUT CTR FOR NURSING & REHAB GASPORT L L C,NY,3,3,5
505473,AGILITY HEALTH AND REHABILITATION,WA,3,4,3
49E004,BEDFORD CO NURSING HOME,VA,3,,2
045189,THE SPRINGS OF CAMDEN,AR,3,,5
676490,SYLVAN SHORES HEALTH AND WELLNESS,TX,3,5,4
195445,COLONIAL NURSING AND REHABILITATION CENTER,LA,3,1,2
115717,RELIABLE HEALTH & REHAB AT LAKEWOOD,GA,3,3,4
366028,WOODSIDE VILLAGE CARE CENTER,OH,3,2,5
395352,BROAD ACRES HEALTH AND REHABILITATION,PA,3,3,4
335375,SCHUYLER HOSPITAL INC & LONG TERM CARE UNIT,NY,3,,2
105030,"MIAMI JEWISH HEALTH SYSTEMS, INC",FL,3,,1
555897,"MONTEREY HEALTHCARE & WELLNESS CENTRE, LP",CA,3,1,5
185446,BLUEGRASS CARE & REHABILITATION CENTER,KY,3,3,5
455850,HURST PLAZA NURSING & REHAB,TX,3,3,3
055658,TWILIGHT HAVEN,CA,3,,5
555287,DIAMOND RIDGE HEALTHCARE CENTER,CA,3,5,5
035112,APACHE JUNCTION HEALTH CENTER,AZ,3,4,5
445013,"NHC HEALTHCARE, CHATTANOOGA",TN,3,2,2
185228,WESTERN STATE NURSING FACILITY,KY,3,,3
015192,"ARBOR SPRINGS HEALTH AND REHAB CENTER, LTD",AL,3,5,5
676080,TOWN HALL ESTATES ARLINGTON INC,TX,3,5,5
675898,CEDAR LAKE NURSING HOME,TX,3,1,1
335425,SHAKER PLACE REHABILITATION AND NURSING CENTER,NY,3,5,5
396116,LITTLE SISTERS OF THE POOR,PA,3,,2
366306,VALLEY OAKS CARE CENTER,OH,3,2,5
115616,PRUITTHEALTH - FRANKLIN,GA,3,,2
315198,ADROIT CARE REHABILITATION AND NURSING CENTER,NJ,3,2,3
045222,WOODRUFF COUNTY HEALTH CENTER,AR,3,2,2
146118,PRAIRIEVIEW AT THE GARLANDS,IL,3,3,2
365426,ARBORS WEST,OH,3,3,5
335767,OUR LADY OF MERCY LIFE CENTER,NY,3,3,2
185287,HARRODSBURG HEALTH & REHABILITATION CENTER,KY,3,1,2
175353,"ARMA OPERATOR, LLC",KS,3,2,5
395227,BROOKSIDE HEALTHCARE & REHABILITATION CENTER,PA,3,2,5
315047,WYNWOOD REHABILITATION AND HEALTHCARE CENTER,NJ,3,4,5
155089,WILLOWS OF NEW CASTLE,IN,3,2,2
515133,ANSTED CENTER,WV,3,3,4
495343,GREENE ACRES REHABILITATION AND NURSING,VA,3,4,3
015437,FOLSOM REHABILITATION AND HEALTHCARE CENTER,AL,3,3,2
115625,WYNFIELD PARK HEALTH AND REHABILITATION,GA,3,1,2
165402,ACCURA HEALTHCARE OF MILFORD,IA,3,4,1
165475,WELLINGTON PLACE,IA,3,2,2
395870,QUALITY LIFE SERVICES - MARKLEYSBURG,PA,3,,3
105725,"HOME ASSOCIATION, THE",FL,3,,5
145728,MANOR COURT OF MARYVILLE,IL,3,2,3
425386,VETERANS VICTORY HOUSE,SC,3,,3
115385,"PRUITTHEALTH - CRESTWOOD, LLC",GA,3,1,3
155759,GLEN OAKS HEALTH CAMPUS,IN,3,3,3
396146,SPIRITRUST LUTHERAN THE VILLAGE AT LUTHER RIDGE,PA,3,3,5
165556,SUNNYCREST MANOR,IA,3,,1
445101,"NHC HEALTHCARE, PULASKI",TN,3,5,5
455475,WHITE SETTLEMENT NURSING CENTER,TX,3,5,4
145628,EVERGREEN NURSING & REHAB CENTER,IL,3,1,5
505262,SHORELINE HEALTH AND REHABILITATION,WA,3,5,3
365638,JEFFERSON HEALTHCARE CENTER,OH,3,4,5
345363,"COMPASS HEALTHCARE AND REHAB HAWFIELDS, INC",NC,3,2,1
675818,PARK MANOR OF CYFAIR,TX,3,3,5
106097,HIDDEN LAKES SENIOR LIVING COMMUNITY,FL,3,4,4
435083,THE NEIGHBORHOODS AT BROOKVIEW,SD,3,5,1
155234,WESTRIDGE HEALTH CARE CENTER,IN,3,,3
465100,PARAMOUNT HEALTH AND REHABILITATION,UT,3,4,5
146046,MARSHALL REHAB & NURSING,IL,3,4,4
015336,"LUVERNE HEALTH AND REHABILITATION, LLC",AL,3,1,2
396093,RICHFIELD HEALTHCARE AND REHABILITATION CENTER,PA,3,,4
676120,THE HOMESTEAD OF SHERMAN,TX,3,3,4
245368,GRAND VILLAGE,MN,3,4,3
155769,MORRISON WOODS HEALTH CAMPUS,IN,3,4,4
185234,CALVERT CITY CONVALESCENT CENTER,KY,3,2,1
675962,SOUTHLAND REHABILITATION AND HEALTHCARE CENTER,TX,3,3,5
515072,KINGWOOD HEALTHCARE CENTER,WV,3,1,4
285303,ST JOSEPH'S HILLSIDE VILLA,NE,3,1,2
056234,MARLORA POST ACUTE REHAB HOSP,CA,3,5,3
055160,"PAVILION ON PICO HEALTHCARE & WELLNESS CENTRE, LP",CA,3,5,5
265166,"NHC HEALTHCARE, ST CHARLES",MO,3,5,2
265514,CLARU DEVILLE NURSING CENTER,MO,3,,4
056178,VALLEY CONVALESCENT HOSPITAL,CA,3,4,4
675622,CITYVIEW NURSING AND REHABILITATION CENTER,TX,3,4,5
676166,COLONIAL BELLE NURSING HOME SEALY,TX,3,5,4
335447,KING STREET HOME INC,NY,3,4,4
525680,UNITED PIONEER HOME,WI,3,5,3
105949,FLORIDA PRESBYTERIAN HOMES INC,FL,3,4,5
085004,SPRINGS REHABILITATION AT BRANDYWINE,DE,3,4,5
215054,TOWSON  REHABILITATION AND HEALTHCARE CENTER,MD,3,3,4
505499,COTTESMORE OF LIFE CARE,WA,3,4,2
265475,"MARANATHA VILLAGE, INC",MO,3,5,1
055848,VICTORIAN POST ACUTE,CA,3,5,5
375477,ANADARKO NURSING & REHAB,OK,3,,3
165566,"HIGHLAND RIDGE CARE CENTER, LLC",IA,3,5,2
115246,DECATUR CENTER FOR NURSING AND HEALING LLC,GA,3,5,2
225760,LYDIA TAFT HOUSE,MA,3,2,3
055457,INTERCOMMUNITY HEALTHCARE & REHABILITATION CENTER,CA,3,2,4
335063,COLER REHABILITATION AND NURSING CARE CENTER,NY,3,2,5
525447,HILLSIDE MANOR,WI,3,2,5
295041,DELMAR GARDENS OF GREEN VALLEY,NV,3,4,1
355066,WISHEK LIVING CENTER,ND,3,,3
056489,HOLLYWOOD PREMIER HEALTHCARE CENTER,CA,3,4,5
215365,COMPLETE CARE AT HAGERSTOWN,MD,3,4,2
265520,WEBCO MANOR,MO,3,1,3
455611,GRACE CARE CENTER OF OLNEY,TX,3,,3
175228,LANSING CARE AND REHAB,KS,3,4,3
445126,"NHC HEALTHCARE, SEQUATCHIE",TN,3,3,2
245012,GUARDIAN ANGELS CARE CENTER,MN,3,3,5
445526,HEARTLAND,TN,3,5,5
495184,WOODHAVEN HALL AT WILLIAMSBURG LANDING,VA,3,5,3
155200,UNIVERSITY NURSING CENTER,IN,3,2,4
145456,LAKESIDE HEALTH & REHAB CENTER,IL,3,2,1
145702,FAIR OAKS REHAB & HEALTHCARE,IL,3,4,3
415098,HARRIS HEALTH CENTER LLC,RI,3,,5
395823,TOWNVIEW HEALTH AND REHABILITATION CENTER,PA,3,2,1
505263,MOUNTAIN VIEW POST ACUTE,WA,3,3,2
245319,LA CRESCENT HEALTH SERVICES,MN,3,5,2
106099,"VILLAGES HEALTHCARE AND REHABILITATION CENTER, THE",FL,3,3,4
315179,AUTUMN LAKE HEALTHCARE AT OCEANVIEW,NJ,3,2,3
145511,BELLA TERRA LOMBARD,IL,3,3,5
215351,LORIEN MAYS CHAPEL,MD,3,4,2
676288,LAS PALMAS,TX,3,,2
525456,SHEBOYGAN HEALTH SERVICES,WI,3,3,2
245401,CENTRAL HEALTH CARE CENTER,MN,3,,5
245316,NEW RICHLAND CARE CENTER,MN,3,5,5
315434,FAMILY OF CARING HEALTHCARE AT RIDGEWOOD,NJ,3,5,4
